@relation Regression

@attribute slope1 numeric
@attribute intercept1 numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
0.000719,-0.675909,6
0.000748,-0.703439,3
0.001008,-0.947887,1
0.001313,-1.235482,3
0.000819,-0.770372,6
0.000804,-0.756246,3
-0.000483,0.455975,1
0.000555,-0.521839,2
0.000948,-0.891673,4
0.000926,-0.870897,5
0.000456,-0.428115,5
0.000745,-0.700724,2
0.000584,-0.548691,6
0.000835,-0.785338,5
0.000917,-0.862806,4
0.000598,-0.562125,5
0.000519,-0.487932,6
0.000681,-0.640004,4
0.000723,-0.679615,2
0.000402,-0.377645,7
0.000855,-0.803741,5
0.001169,-1.099704,1
0.000858,-0.807236,5
0.000736,-0.692096,3
0.000417,-0.391747,7
0.000757,-0.711294,3
0.000319,-0.29923,4
0.000611,-0.574177,3
0.000534,-0.501691,5
0.000852,-0.801374,5
0.000273,-0.255858,2
0.00073,-0.686159,5
0.000768,-0.721705,6
0.000135,-0.126335,3
0.000804,-0.755629,5
0.000479,-0.450402,6
0.000765,-0.719272,4
0.000256,-0.240506,1
0.000864,-0.812763,7
-0.001167,1.099588,1
0.000877,-0.82488,4
0.000766,-0.720503,5
0.000446,-0.419165,6
0.000647,-0.608526,4
0.000924,-0.868669,5
0.000732,-0.688264,4
0.000582,-0.546858,3
0.000723,-0.679315,1
0.000719,-0.676061,2
0.000819,-0.770265,2
0.000638,-0.599846,6
0.000785,-0.737883,4
0.00054,-0.507135,6
0.000598,-0.561802,6
0.000606,-0.570009,2
0.000938,-0.882529,2
0.000598,-0.561802,6
0.000636,-0.597463,1
0.000783,-0.736292,3
0.000869,-0.817213,4
0.000901,-0.847661,4
0.000795,-0.747132,3
0.000832,-0.782752,4
0.000447,-0.419743,4
0.000636,-0.597666,1
0.000248,-0.232699,7
0.000781,-0.734196,4
0.000501,-0.470715,3
0.000866,-0.814827,4
0.000743,-0.699013,5
0.000943,-0.886398,6
0.001328,-1.249601,6
0.000575,-0.540845,3
0.000767,-0.721034,2
0.000669,-0.628625,4
0.000376,-0.353017,4
0.000529,-0.496812,3
0.000455,-0.427863,3
0.001029,-0.96778,4
0.000221,-0.207494,3
0.000251,-0.235023,6
0.00051,-0.479258,6
0.000715,-0.671841,7
0.000383,-0.36004,5
0.000716,-0.672725,4
0.000746,-0.701397,4
-0.000587,0.553834,1
0.000658,-0.618337,6
0.000527,-0.495186,3
0.000836,-0.785797,5
0.000483,-0.454117,7
0.000524,-0.49192,2
0.000795,-0.747188,1
0.000369,-0.346162,4
0.000474,-0.445014,4
0.000839,-0.788861,2
0.000924,-0.868851,5
0.000662,-0.622705,6
0.000726,-0.682388,5
0.000787,-0.739547,5
0.000674,-0.633224,2
0.000964,-0.906815,6
0.000916,-0.861195,1
0.000784,-0.736863,5
0.000617,-0.580325,5
0.000518,-0.486875,7
0.000599,-0.562782,4
0.000549,-0.516102,5
0.000261,-0.244388,5
0.000327,-0.306813,7
0.000631,-0.592783,3
0.000627,-0.589752,4
0.00076,-0.714739,2
0.000208,-0.194768,5
0.000579,-0.544549,5
0.001262,-1.187607,6
0.00119,-1.119798,6
0.000357,-0.335612,7
0.000658,-0.618635,2
0.000627,-0.589112,3
0.000734,-0.690515,4
0.000983,-0.924398,4
0.000581,-0.5465,4
0.000725,-0.681521,3
0.000806,-0.758035,6
0.000792,-0.744254,7
0.000404,-0.37927,5
0.000395,-0.370939,2
0.000691,-0.649505,5
0.000895,-0.841386,4
0.00048,-0.451374,4
0.000916,-0.861296,5
0.000445,-0.41785,5
0.000828,-0.77868,6
0.000725,-0.681547,3
0.001172,-1.102753,2
0.000701,-0.658976,5
0.000592,-0.556643,7
0.000381,-0.357695,5
0.000937,-0.880981,1
0.000702,-0.660407,6
0.000937,-0.881008,4
0.000802,-0.754119,1
0.000656,-0.616822,3
0.000636,-0.597701,5
0.000271,-0.254007,4
0.000404,-0.37927,5
0.000833,-0.783337,6
0.000858,-0.806974,1
0.000747,-0.702259,5
0.000679,-0.638693,5
0.000711,-0.667975,4
0.000799,-0.751579,3
0.000836,-0.786003,5
0.000791,-0.74399,5
0.000304,-0.285422,3
0.000492,-0.462578,7
0.000575,-0.540845,3
0.00068,-0.639223,5
0.000712,-0.669613,7
0.00099,-0.93134,6
0.000829,-0.779949,1
0.000487,-0.457785,6
0.000588,-0.55219,3
0.000721,-0.677699,3
0.000708,-0.665523,6
0.001212,-1.140514,5
0.000454,-0.426389,3
0.000787,-0.740287,1
0.000458,-0.429964,7
0.000824,-0.775234,2
0.000872,-0.820257,1
-0.000794,0.748463,1
0.000778,-0.731395,1
0.000872,-0.81981,1
0.000549,-0.516102,5
0.000739,-0.695225,2
0.001153,-1.084532,3
0.001519,-1.429082,3
0.000789,-0.741751,7
0.000331,-0.310549,5
0.001129,-1.061952,6
0.000658,-0.618635,2
0.000752,-0.707233,6
0.000602,-0.565555,2
0.00067,-0.629678,7
0.000759,-0.71384,5
0.000479,-0.450459,1
0.0004,-0.375996,3
0.000096,-0.089003,2
0.000943,-0.886398,6
0.000555,-0.52202,6
0.00077,-0.72413,6
0.000251,-0.234888,5
0.000558,-0.524158,5
0.000731,-0.686929,3
0.000695,-0.65307,1
0.000747,-0.702341,2
0.000692,-0.650943,7
0.000557,-0.523906,2
0.000564,-0.529787,1
0.000733,-0.689256,5
0.0008,-0.752052,5
0.000711,-0.6685,7
0.001287,-1.210362,5
0.000536,-0.50324,1
0.000836,-0.785797,5
0.000835,-0.785328,5
0.000464,-0.435784,5
0.001351,-1.271455,3
0.000877,-0.825023,7
0.00089,-0.837162,6
0.000778,-0.731631,2
0.000434,-0.407278,3
0.000717,-0.674399,5
0.000687,-0.64569,3
0.000329,-0.30925,4
0.000821,-0.772317,3
0.000907,-0.853137,5
0.000574,-0.539841,3
0.000707,-0.665016,3
0.000786,-0.738907,6
0.000449,-0.421881,3
0.000888,-0.835123,3
0.001497,-1.408859,2
0.000873,-0.821218,2
0.001016,-0.955418,2
0.0008,-0.751932,6
0.000821,-0.771963,4
0.000878,-0.825946,4
0.000361,-0.33885,2
0.000376,-0.352923,7
0.000885,-0.832029,4
0.000806,-0.757611,2
0.000866,-0.813985,5
0.000355,-0.33336,5
0.000745,-0.700173,5
0.000797,-0.749391,3
0.000729,-0.68534,4
0.00066,-0.620438,6
0.000793,-0.745288,3
0.000562,-0.528185,3
0.000514,-0.483001,7
0.000679,-0.637925,7
0.000479,-0.449736,6
0.000332,-0.312065,2
0.000789,-0.741998,6
0.001217,-1.144467,6
0.000802,-0.754032,6
0.000684,-0.642928,1
0.000656,-0.616968,4
0.000681,-0.640604,5
0.00082,-0.771188,7
0.000964,-0.906485,2
0.000971,-0.913422,1
0.000845,-0.794689,5
0.000608,-0.571237,2
0.000884,-0.831279,6
0.000626,-0.587988,2
0.000565,-0.53057,3
0.000446,-0.419318,7
0.000581,-0.545862,4
0.00046,-0.432226,2
0.000781,-0.734469,6
0.00005,-0.045728,3
0.000792,-0.744747,1
0.00075,-0.704839,6
0.000858,-0.807029,2
0.000753,-0.708056,2
0.000746,-0.701545,6
0.000996,-0.937111,2
0.000794,-0.746432,1
0.000469,-0.440819,3
-0.000017,0.017422,1
0.000911,-0.856829,6
0.000681,-0.640004,4
0.00072,-0.677287,3
0.00098,-0.921636,2
0.000673,-0.633031,1
0.000621,-0.58394,4
0.000831,-0.781273,3
0.000639,-0.600882,3
0.00075,-0.704848,7
0.000937,-0.881186,2
0.001144,-1.076323,2
0.000692,-0.650627,5
0.000658,-0.618319,3
0.000575,-0.540547,6
0.000789,-0.741828,7
0.000785,-0.737883,4
0.000872,-0.820257,1
0.000741,-0.696826,1
0.000721,-0.678082,4
0.000582,-0.546858,3
0.000543,-0.510657,3
0.000827,-0.777962,6
0.000469,-0.440528,2
0.000662,-0.622172,4
0.000845,-0.794722,3
0.000411,-0.385823,7
0.000506,-0.47498,5
0.00015,-0.140728,6
0.000348,-0.327088,7
0.000706,-0.663359,2
0.000757,-0.711598,3
0.000567,-0.532495,2
0.000833,-0.783036,1
0.000751,-0.706359,4
0.000822,-0.773251,6
0.000938,-0.882355,5
0.000443,-0.416426,5
0.000671,-0.631158,2
0.00073,-0.686411,5
0.000833,-0.782899,6
0.000726,-0.682169,7
0.000325,-0.304836,1
0.000613,-0.576078,2
0.000611,-0.574044,2
0.000802,-0.753775,6
0.000498,-0.468054,5
0.00059,-0.554493,4
