@relation Regression

@attribute slope1 numeric
@attribute intercept1 numeric
@attribute slope2 numeric
@attribute intercept2 numeric
@attribute slope3 numeric
@attribute intercept3 numeric
@attribute slope4 numeric
@attribute intercept4 numeric
@attribute slope5 numeric
@attribute intercept5 numeric
@attribute slope6 numeric
@attribute intercept6 numeric
@attribute slope7 numeric
@attribute intercept7 numeric
@attribute slope8 numeric
@attribute intercept8 numeric
@attribute slope9 numeric
@attribute intercept9 numeric
@attribute slope10 numeric
@attribute intercept10 numeric
@attribute destClass {1,2}

@data
0.163603,-1.378771,-0.005411,0.012481,0.019331,-0.092553,0.014517,-0.230457,0.118656,-2.088088,0.162263,-0.260536,-0.195328,1.96132,-0.002398,-0.002559,-0.006461,-0.101902,0.22042,-0.952084,2
0.192782,-1.839383,0.00055,-0.137408,-0.023673,0.129845,-0.304383,1.224168,0.146551,-1.26136,0.037439,0.780781,-0.006059,0.198482,-0.011934,0.191634,-0.005812,0.013163,0.175301,-0.5636,2
0.205299,-1.858982,0.006359,-0.017562,-0.034489,0.206889,-0.128838,0.445847,0.449955,-4.151841,0.131849,0.132984,-0.079421,0.845206,0.001348,0.16282,-0.00579,0.135995,0.161403,-0.456412,2
0.162109,-1.352779,0.002516,0.077014,0.013375,0.069058,0.028631,-0.203238,0.168836,-2.653607,0.079408,0.016308,-0.173234,1.841928,-0.00136,-0.034085,0.0034,-0.100957,0.200379,-0.754716,2
0.171388,-1.662011,-0.002675,-0.138285,0.018858,-0.226032,0.000574,-0.241668,0.086149,-1.679458,0.10437,-0.169557,-0.217097,3.04161,0.004093,-0.069091,-0.015079,-0.09854,0.204691,-1.048928,1
0.201401,-1.859502,-0.003702,-0.066759,-0.011055,-0.000281,-0.195156,0.61795,0.218877,-1.971624,0.223564,-0.100621,-0.236858,2.281706,-0.012065,-0.022025,-0.011151,-0.221476,0.207919,-1.129468,1
0.195545,-1.709249,-0.007454,-0.022533,-0.02614,0.04829,-0.35396,1.000621,0.112919,-0.890671,0.042493,1.32839,-0.008258,0.098859,-0.009562,0.056365,0.003411,-0.073223,0.172631,-0.587962,2
0.190435,-2.184305,0.005429,-0.450167,-0.00055,-0.302078,-0.089141,0.044825,0.292197,-2.694309,0.20873,-0.12335,-0.263278,2.811647,-0.006302,0.17192,-0.003339,0.043664,0.198282,-0.72316,1
0.196085,-1.794738,-0.003907,-0.051035,-0.018701,0.036659,-0.29391,0.917337,0.112351,-0.939537,0.232731,0.03012,-0.169092,1.542289,-0.012081,-0.014253,-0.006018,-0.233556,0.205179,-1.054262,1
0.177213,-1.524292,-0.007405,0.034069,0.014918,-0.105459,0.000767,-0.206059,0.083653,-1.662892,0.102666,-0.187182,-0.2254,3.029809,0.001948,-0.141924,-0.017542,-0.221753,0.208859,-1.224669,1
0.216234,-1.336962,-0.014303,0.587384,-0.013363,0.461739,0.045914,-0.047748,0.426098,-4.408936,0.103822,-0.020387,-0.143014,1.206844,-0.001819,-0.231567,-0.010063,-0.32742,0.200952,-1.15645,2
0.206397,-2.145491,0.006171,-0.278854,-0.021431,-0.01763,-0.36693,1.344095,0.225358,-1.885296,0.104303,0.330766,-0.028894,0.515244,0.003163,0.265604,0.009913,0.264,0.163225,-0.266955,2
0.160616,-1.327467,-0.004389,0.027518,0.01243,-0.01502,0.154953,-0.802046,0.281964,-3.327321,0.129881,-0.167605,-0.097975,0.918202,-0.004836,0.076879,-0.00483,-0.019633,0.222851,-0.827689,2
0.198329,-1.789154,0.000676,-0.053823,-0.002029,0.024209,0.012703,-0.13062,0.40981,-3.925927,0.218765,0.068996,-0.13083,1.194564,-0.01228,-0.009449,-0.005522,-0.207522,0.217791,-1.038109,2
0.157497,-1.490897,-0.002712,-0.127062,0.020807,-0.183813,0.00841,-0.21747,0.087771,-1.837307,0.160565,-0.230245,-0.20043,2.118379,-0.000548,0.032379,-0.002433,-0.050554,0.217944,-0.859763,2
0.203996,-1.659502,-0.002647,0.112673,-0.025153,0.172947,0.0085,-0.12365,0.473187,-4.539202,0.096631,0.007948,-0.21515,2.347824,0.000444,-0.051824,-0.012412,-0.057774,0.207002,-0.951207,1
0.194399,-1.687411,-0.004689,0.001182,-0.024772,0.168989,-0.292258,1.174505,0.168602,-1.553951,0.053018,0.638909,-0.011466,0.155559,-0.012693,0.12368,0.001873,-0.039314,0.168953,-0.505514,2
0.193748,-1.889447,-0.002021,-0.176416,0.003333,-0.173766,0.053834,-0.448724,0.378051,-3.706498,0.177546,-0.178836,-0.276012,2.91968,-0.004308,0.046454,-0.008621,-0.092798,0.204952,-0.952012,1
0.195365,-1.902809,-0.001235,-0.159316,-0.016256,-0.059264,-0.257459,0.720754,0.138227,-1.188921,0.254423,-0.068074,-0.212006,2.021428,-0.012394,0.015202,-0.007473,-0.187186,0.205457,-1.035302,1
0.205984,-1.525044,-0.00393,0.250388,-0.010033,0.334082,0.046387,0.016261,0.336701,-3.157169,0.088661,0.034956,-0.07637,0.635382,-0.020869,-0.008521,-0.009824,-0.321092,0.209447,-1.242336,1
0.210802,-1.908948,-0.006547,-0.067906,0.002342,-0.036155,0.06435,-0.302923,0.416491,-4.030427,0.119588,0.187988,-0.046941,0.526668,-0.007952,0.160876,0.002844,0.024459,0.15619,-0.43463,2
0.164471,-1.687745,0.000434,-0.257645,0.017951,-0.286566,0.020872,-0.372857,0.125829,-1.900353,0.116207,-0.166064,-0.245264,3.166025,0.005969,-0.028515,-0.014899,-0.039141,0.204254,-0.973265,1
0.197533,-1.716963,-0.002891,-0.026345,0.003651,-0.022808,0.185873,-0.864954,0.434406,-4.426614,0.136114,-0.073949,-0.076106,0.756112,-0.009149,0.128555,-0.003826,0.012542,0.217518,-0.735898,2
0.196199,-1.767636,-0.004718,0.045267,-0.021353,0.156994,0.040979,-0.233765,0.485874,-4.710074,0.075755,0.072911,-0.181679,2.123461,-0.003234,0.089612,-0.005482,0.002915,0.195965,-0.795163,1
0.187744,-2.454723,0.013299,-0.694796,0.012496,-0.452094,0.055906,-0.531834,0.343301,-3.261541,0.169379,-0.045919,-0.245356,2.839481,0.001787,0.282358,-0.007953,0.240177,0.194445,-0.560418,1
0.199445,-1.724183,-0.005822,0.049761,0.019168,-0.046282,0.214235,-0.986141,0.244808,-2.791502,0.087073,-0.05779,-0.129562,1.36251,-0.002451,0.010149,-0.013916,-0.096773,0.203621,-1.007117,1
0.218593,-1.905106,0.002589,0.076955,0.004484,0.112709,0.040538,-0.208774,0.330589,-3.674483,0.089858,0.076054,-0.135619,1.525132,-0.006702,0.135844,-0.016236,0.032073,0.199762,-0.867503,2
0.207048,-1.640324,-0.002771,0.173187,-0.029546,0.267528,-0.40091,1.37448,0.127855,-1.029662,0.156444,0.02079,-0.147054,1.296986,-0.005164,-0.019901,-0.007078,-0.148016,0.208663,-0.962673,1
0.200051,-1.738961,-0.000761,-0.004025,-0.014917,0.154776,-0.20336,0.886353,0.243594,-2.23875,0.070069,0.587494,-0.021786,0.211596,-0.010581,0.075671,0.000341,-0.098513,0.158727,-0.549993,2
0.194751,-2.019483,0.006846,-0.19546,-0.024646,0.065405,-0.416887,1.355143,0.135752,-1.006361,0.077505,0.540157,-0.017036,0.355159,0.00826,0.194379,0.003535,0.270179,0.161349,-0.328243,2
0.201705,-1.60786,-0.009764,0.138845,-0.023842,0.209541,-0.296716,1.22879,0.155021,-1.431802,0.039325,0.686301,-0.009337,0.099554,-0.012865,0.084509,-0.003174,-0.111669,0.170543,-0.642258,2
0.205395,-2.050128,-0.003042,-0.202515,0.01603,-0.224813,0.042406,-0.409929,0.232656,-2.890476,0.196777,-0.207985,-0.212538,2.253069,-0.004002,0.125924,-0.006904,0.033323,0.213674,-0.788111,2
0.206065,-1.881305,-0.003999,-0.065783,0.021225,-0.135429,0.105047,-0.591397,0.390106,-4.069371,0.178683,-0.028662,-0.12869,1.302724,-0.009785,0.119337,-0.005302,-0.042437,0.179985,-0.637506,2
0.194044,-2.041747,0.001671,-0.295376,0.007963,-0.264241,0.058258,-0.524361,0.243221,-2.749264,0.143943,-0.174552,-0.292953,3.544734,0.001859,-0.008187,-0.012199,-0.066347,0.204599,-0.970483,1
0.211909,-1.746855,-0.009728,0.099808,0.01714,-0.057235,0.038248,-0.307,0.198951,-2.716293,0.171934,-0.247532,-0.180289,1.787358,-0.003109,-0.000559,-0.007025,-0.084738,0.207883,-0.884932,2
0.206423,-1.573091,-0.009417,0.227209,-0.030562,0.350496,-0.210349,1.084557,0.132587,-1.228931,0.092273,0.110239,-0.05526,0.421724,-0.021028,0.034219,-0.01198,-0.206391,0.210483,-1.182287,1
0.205075,-1.931502,-0.006364,-0.126571,0.004994,-0.151039,0.081669,-0.570992,0.435346,-4.330704,0.187582,0.031501,-0.098673,0.997018,-0.004491,0.152267,-0.001048,0.063722,0.187821,-0.516832,2
0.20607,-1.804948,-0.004919,0.02579,0.005105,0.01426,0.074791,-0.445737,0.308311,-3.414603,0.218546,-0.185238,-0.208295,1.948366,-0.006992,-0.079054,-0.006368,-0.211598,0.200593,-0.940438,2
0.205302,-1.597812,-0.007683,0.141803,-0.000568,0.136927,0.070515,-0.257886,0.438539,-4.24547,0.110899,0.12422,-0.050647,0.458009,-0.01057,0.060831,-0.007161,-0.103239,0.186831,-0.770184,2
0.198091,-1.84964,-0.003881,-0.150353,-0.009567,-0.026126,-0.227515,0.874998,0.222021,-2.064216,0.062616,0.630357,-0.012444,0.247408,-0.00607,0.177741,0.00378,0.079113,0.153636,-0.343079,2
0.203208,-1.939636,-0.00336,-0.160581,0.003639,-0.130655,0.009125,-0.204626,0.424653,-4.074564,0.174556,0.234498,-0.07852,0.81879,-0.007509,0.149062,-0.005291,0.059292,0.170801,-0.499579,2
0.18775,-1.955768,-0.002211,-0.29184,-0.018812,-0.197435,-0.268567,0.550654,0.095246,-0.949792,0.265091,-0.117968,-0.17027,1.575432,-0.001449,0.046237,0.009947,-0.004075,0.204801,-0.530958,1
0.163321,-1.38017,-0.010389,0.04313,0.013474,-0.125062,0.026938,-0.362461,0.190621,-2.668053,0.204096,-0.346098,-0.230384,2.201722,-0.000041,-0.064035,0.001367,-0.128374,0.200634,-0.760981,2
0.21713,-1.454562,-0.018206,0.447532,0.01302,0.141269,0.064301,-0.358174,0.250698,-3.083852,0.17583,-0.26249,-0.168721,1.474811,-0.009851,-0.149529,-0.008503,-0.339021,0.192043,-1.019713,2
0.209396,-1.879656,-0.005251,-0.061474,0.021363,-0.152593,0.063541,-0.454043,0.099584,-1.819662,0.128863,-0.174864,-0.118081,1.239226,0.001534,0.084374,-0.003471,0.035366,0.21761,-0.743262,2
0.206603,-1.883992,-0.005573,-0.072033,0.016767,-0.149782,0.081674,-0.552577,0.268963,-3.208508,0.184569,-0.182065,-0.172086,1.722492,-0.003099,0.070529,-0.003294,-0.023144,0.216266,-0.798784,2
0.193055,-1.870083,-0.001332,-0.157699,0.00754,-0.198231,0.045158,-0.466202,0.229002,-2.68562,0.135965,-0.178747,-0.285373,3.460507,0.000093,-0.067734,-0.012259,-0.140361,0.204572,-1.034711,1
0.198746,-1.762591,0.000099,-0.006124,-0.008121,0.092557,0.01793,-0.116819,0.354673,-3.310479,0.175402,-0.117139,-0.210029,2.057356,-0.01268,-0.020381,-0.0122,-0.248426,0.208244,-1.194159,1
0.176188,-1.591338,-0.003897,-0.031242,0.014207,-0.127332,-0.001459,-0.21604,0.089704,-1.693404,0.104373,-0.15232,-0.228999,3.072621,0.002586,-0.148345,-0.01529,-0.196582,0.208543,-1.158887,1
0.205023,-1.67701,-0.003922,0.144768,-0.023218,0.182053,0.041441,-0.209062,0.469257,-4.579565,0.081575,0.100127,-0.204591,2.275359,0.000215,-0.05079,-0.016097,-0.044371,0.199613,-0.992367,1
0.211634,-1.741049,-0.010692,0.12741,0.008484,-0.005359,0.039851,-0.335798,0.222272,-2.882451,0.206751,-0.329435,-0.230386,2.170841,-0.003383,-0.103911,-0.003127,-0.191184,0.209866,-0.905478,2
0.200702,-1.646015,-0.007333,0.107795,-0.013804,0.13756,-0.174903,0.639513,0.316842,-2.922128,0.136546,0.45391,-0.048953,0.445669,-0.014741,0.037563,-0.005677,-0.168051,0.185557,-0.797052,2
0.152511,-1.461527,-0.0047,-0.150279,0.016991,-0.221409,0.012054,-0.277565,0.141757,-2.234721,0.181179,-0.276495,-0.228428,2.370573,0.000206,0.029419,-0.001208,-0.046895,0.208793,-0.789363,2
0.199128,-1.734455,-0.008243,0.041832,0.024126,-0.080354,0.061504,-0.420778,-0.008293,-0.717424,0.073315,-0.070118,-0.129609,1.43511,-0.000117,0.001539,-0.008628,-0.097695,0.199055,-0.946767,1
0.209031,-1.456508,-0.008098,0.367541,-0.029207,0.388379,-0.127049,0.606235,0.418308,-3.832337,0.09524,0.005711,-0.201889,1.987791,-0.00229,-0.168844,-0.008952,-0.285943,0.208583,-1.209134,1
0.191658,-1.794013,-0.000618,-0.132351,-0.025387,0.019242,-0.346598,0.984431,0.12061,-0.986147,0.055233,1.268554,-0.009616,0.125188,-0.008778,0.09251,0.001521,0.006922,0.175758,-0.533724,2
0.19792,-1.829485,-0.000476,-0.085395,-0.020144,0.080089,-0.342116,1.080659,0.113604,-0.783226,0.040515,1.510031,-0.013991,0.101598,-0.01183,-0.012937,-0.002611,-0.171111,0.177669,-0.772359,2
0.199063,-1.751662,-0.003564,-0.029438,-0.015212,0.089095,-0.273253,0.969468,0.225816,-2.014804,0.107254,0.746079,-0.030501,0.293509,-0.011269,0.083797,-0.006184,-0.072316,0.181336,-0.711514,2
0.209742,-1.493067,-0.014175,0.370645,-0.03457,0.350957,-0.329625,1.273924,0.240515,-2.031011,0.127739,-0.000537,-0.182259,1.694194,-0.010339,-0.072988,-0.01156,-0.224695,0.20662,-1.176758,1
0.187273,-1.919696,-0.000163,-0.279634,0.009346,-0.289739,0.081552,-0.660088,0.248035,-2.849639,0.141195,-0.213249,-0.267106,3.18358,0.002187,0.058756,-0.007434,-0.008823,0.200151,-0.84826,1
0.194336,-1.755932,-0.002268,-0.038863,-0.022596,0.111618,-0.331999,1.130239,0.162847,-1.40665,0.075504,0.946971,-0.017438,0.166794,-0.010879,0.084091,-0.001412,-0.060405,0.183731,-0.628423,2
0.204072,-1.775546,-0.006092,0.011896,0.002762,0.048252,0.160729,-0.678712,0.450995,-4.462427,0.118467,0.085513,-0.062129,0.594494,-0.010362,0.105275,-0.001276,-0.070957,0.213746,-0.757363,2
0.191873,-1.918815,-0.003882,-0.211974,0.022601,-0.295402,0.056254,-0.590634,0.124408,-1.960181,0.116013,-0.229953,-0.208116,2.600771,0.003373,0.117796,-0.00461,0.042605,0.2014,-0.743902,1
0.202568,-1.593457,-0.008449,0.21662,-0.024585,0.313626,-0.236566,1.110825,0.14685,-1.329613,0.098667,0.093732,-0.062777,0.502235,-0.014664,0.004379,-0.00606,-0.218493,0.203439,-1.021699,1
0.196583,-1.904355,-0.005206,-0.15035,-0.004651,-0.0797,0.033946,-0.181537,0.313018,-3.065855,0.101772,-0.077155,-0.06621,0.692775,-0.001665,0.193138,0.002734,0.146903,0.200718,-0.498595,1
0.201296,-1.771695,-0.004763,0.024164,-0.011734,0.099737,-0.089026,0.310008,0.304036,-2.813638,0.17508,-0.048461,-0.192747,1.866012,-0.015399,0.028509,-0.008774,-0.22957,0.206111,-1.121653,1
0.19515,-1.959731,-0.000815,-0.220118,0.007394,-0.247297,0.044777,-0.50026,0.224432,-2.656993,0.139242,-0.211017,-0.286136,3.506134,0.000499,-0.008921,-0.010765,-0.08408,0.204369,-0.957043,1
0.189839,-2.119073,0.006196,-0.408815,0.018824,-0.32213,0.132087,-0.844695,0.284709,-3.134715,0.121784,-0.106875,-0.202804,2.455934,0.001581,0.20381,-0.004308,0.146052,0.196731,-0.643276,1
0.17386,-1.177987,-0.001072,0.381461,-0.005789,0.375887,0.019382,-0.059476,0.218796,-2.945076,0.075662,0.025534,-0.167447,1.627345,-0.001501,-0.203853,-0.008362,-0.248127,0.226393,-1.197816,2
0.193321,-1.707039,0.001054,-0.017225,-0.029935,0.257146,-0.350262,1.379791,0.100088,-0.823964,0.011566,0.8903,-0.001328,0.07716,-0.010375,0.09949,-0.001517,-0.076339,0.172408,-0.59823,2
0.190867,-1.698757,-0.004061,-0.022986,-0.017355,0.021328,-0.23454,0.703676,0.161682,-1.47577,0.261768,-0.224484,-0.237306,2.184745,-0.015293,-0.040226,-0.006501,-0.291986,0.208659,-1.149022,1
0.195444,-1.801559,-0.003139,-0.080578,-0.008401,-0.053374,-0.073837,0.107584,0.312662,-2.9294,0.214463,-0.221799,-0.290156,2.924535,-0.013202,-0.010167,-0.010232,-0.253978,0.208524,-1.13172,1
0.197232,-1.787536,-0.003591,-0.037976,-0.015675,0.029987,-0.274016,0.909635,0.134652,-1.162316,0.231415,-0.012813,-0.187094,1.740367,-0.014517,-0.021632,-0.009,-0.253906,0.207675,-1.131059,1
0.198485,-1.761406,-0.006608,-0.020167,-0.019341,0.055263,-0.279888,0.916288,0.215944,-1.952864,0.138558,0.71528,-0.037447,0.296222,-0.005942,0.018107,0.001477,-0.082811,0.174646,-0.616347,2
0.157152,-1.384288,-0.009134,-0.058492,0.012667,-0.205671,0.020367,-0.397237,0.176345,-2.577659,0.194702,-0.3616,-0.22173,2.241965,0.002722,0.01111,-0.000816,-0.004081,0.212174,-0.73638,2
0.202147,-1.595118,-0.006082,0.209894,-0.016969,0.196295,0.019429,-0.092542,0.473344,-4.519282,0.08744,0.075422,-0.213427,2.324424,-0.003002,-0.089016,-0.01356,-0.167565,0.212319,-1.149462,1
0.207312,-2.13827,0.005656,-0.302099,-0.026311,0.049066,-0.148276,0.545521,0.419828,-3.694929,0.123209,0.277882,-0.083052,1.034034,-0.003439,0.268765,-0.003789,0.211233,0.157624,-0.416776,2
0.206766,-1.801717,-0.008136,0.002419,0.018689,-0.101745,0.167291,-0.816345,0.307781,-3.448377,0.139717,-0.06392,-0.099833,0.980338,-0.005069,0.064684,-0.002742,-0.067613,0.198177,-0.694644,2
0.196825,-1.988638,-0.001029,-0.203507,-0.015965,-0.049247,-0.283231,0.867508,0.10749,-0.862857,0.230075,0.117935,-0.166513,1.600843,-0.013194,0.068535,-0.009918,-0.141871,0.204314,-1.004407,1
0.199207,-1.742751,-0.003211,-0.014387,-0.017681,0.110612,-0.323616,1.13257,0.175783,-1.515832,0.079919,0.973469,-0.024066,0.212189,-0.012752,0.045806,0.000793,-0.119745,0.169332,-0.639047,2
0.193892,-1.863814,-0.001995,-0.158221,0.001872,-0.15355,0.053267,-0.46365,0.329539,-3.33887,0.18444,-0.280761,-0.320727,3.448678,-0.000917,-0.073044,-0.011204,-0.173953,0.206985,-1.054002,1
0.204556,-1.752139,-0.003125,-0.00051,0.002163,0.044729,0.169839,-0.73266,0.446273,-4.437606,0.122048,0.070919,-0.064584,0.625538,-0.008688,0.096664,-0.004665,-0.04655,0.203506,-0.755423,2
0.20776,-1.825401,-0.012509,0.024879,0.021996,-0.17198,0.096134,-0.63007,0.367724,-4.032476,0.176532,-0.181021,-0.124463,1.236286,-0.000844,0.084069,0.003477,0.03289,0.179253,-0.419806,2
0.201595,-1.797223,-0.004453,-0.030131,-0.036053,0.19003,-0.344369,1.219992,0.071331,-0.5508,-0.02419,1.161532,0.005372,0.0446,-0.009592,0.115587,0.02074,-0.064777,0.163357,-0.52077,2
0.212822,-1.497018,-0.002063,0.408773,-0.03681,0.479819,-0.097287,0.51078,0.465637,-4.356285,0.129397,0.035297,-0.100392,0.807404,-0.007081,-0.14605,0.007336,-0.276871,0.182211,-0.846381,2
0.19138,-1.910394,-0.0018,-0.27182,-0.002845,-0.185947,-0.01677,-0.186601,0.403615,-3.88305,0.203466,0.12905,-0.098119,1.024114,-0.005831,0.169046,0.002589,0.07886,0.195123,-0.550386,2
0.197183,-1.798508,-0.00396,-0.043164,-0.00117,-0.049599,0.066128,-0.46217,0.373706,-3.659297,0.175827,-0.213411,-0.287912,3.03754,-0.003852,-0.072533,-0.012151,-0.224526,0.209535,-1.142118,1
0.198016,-1.711887,-0.004537,0.017307,0.000864,0.005921,0.143205,-0.722802,0.40633,-4.06199,0.144908,-0.185116,-0.224794,2.340902,-0.003175,-0.012107,-0.007238,-0.175955,0.20449,-1.053127,1
0.211085,-1.720978,-0.006867,0.121793,0.008486,0.006377,0.090361,-0.517523,0.302937,-3.479699,0.181664,-0.189895,-0.163152,1.569021,-0.007956,0.00102,-0.005126,-0.16324,0.209086,-0.925391,2
0.188075,-1.904169,-0.00366,-0.241091,0.005887,-0.220936,0.112513,-0.713592,0.407071,-3.967456,0.163838,-0.175474,-0.214837,2.299171,0.002961,0.096237,-0.006149,0.053934,0.198844,-0.727081,1
0.153709,-1.623835,0.00986,-0.143276,0.018497,-0.010505,0.02918,-0.104423,0.199556,-2.749135,0.075963,0.080966,-0.161363,1.795669,-0.003412,0.039361,-0.000824,0.037949,0.18039,-0.527938,2
0.212015,-1.715859,-0.009265,0.093219,-0.00274,0.045681,0.048002,-0.304003,0.441853,-4.30621,0.180781,0.043502,-0.095373,0.830387,-0.006141,-0.012621,-0.001183,-0.137278,0.182496,-0.68163,2
0.201571,-2.044903,-0.002395,-0.231185,0.014286,-0.256901,0.086024,-0.625549,0.3372,-3.676766,0.211035,-0.158206,-0.17655,1.804025,0.000374,0.115361,0.000454,0.076172,0.185094,-0.508523,2
0.170232,-1.318717,-0.008906,0.131888,0.017018,-0.036007,0.004112,-0.178998,0.102414,-2.024633,0.155195,-0.296962,-0.192623,1.898556,-0.000392,-0.045848,-0.003855,-0.132973,0.215928,-0.936881,2
0.203822,-1.604705,-0.010843,0.202075,-0.002931,0.235994,0.25663,-1.031568,0.395187,-3.939802,0.089745,0.001424,-0.114956,1.074281,-0.013351,-0.03602,-0.015248,-0.222931,0.210731,-1.165277,1
0.201537,-1.690926,-0.000708,0.108263,-0.030403,0.242309,-0.183323,0.850119,0.420835,-3.767278,0.12223,0.133289,-0.073838,0.756919,-0.014626,0.134727,-0.008408,0.027433,0.163966,-0.654171,2
