@relation Regression

@attribute slope1 numeric
@attribute intercept1 numeric
@attribute destClass {1,2}

@data
0.004069,-0.286517,2
0.009013,-0.625172,1
0.00695,-0.483866,2
0.004574,-0.321117,2
0.009813,-0.679947,2
0.003635,-0.256768,2
0.000863,-0.066919,1
0.004626,-0.324656,2
0.005538,-0.387131,1
0.003848,-0.271351,2
0.008196,-0.56923,2
0.006446,-0.449356,1
0.006386,-0.445217,2
0.004706,-0.33013,1
0.004211,-0.296217,1
0.00754,-0.524296,1
0.007122,-0.49568,2
0.005714,-0.399203,1
0.005188,-0.36316,1
0.003278,-0.232319,2
0.006695,-0.466386,1
0.010044,-0.695806,2
0.013282,-0.917588,2
0.007138,-0.496771,2
0.006278,-0.437836,1
0.008697,-0.603542,1
0.010987,-0.760433,2
0.00491,-0.344118,2
0.005727,-0.400068,2
0.00168,-0.122886,2
0.006076,-0.423972,1
0.006688,-0.465946,2
0.003549,-0.250896,2
0.00518,-0.362651,1
0.005836,-0.407585,2
0.001111,-0.083876,2
0.00677,-0.471515,1
0.007883,-0.547765,1
0.002308,-0.165912,2
0.006519,-0.454343,1
0.004377,-0.307628,2
0.010002,-0.692913,2
0.009311,-0.645594,2
0.007253,-0.504611,2
0.001703,-0.124423,1
0.004603,-0.323122,2
0.004686,-0.328801,1
0.004011,-0.282527,2
0.005611,-0.392135,1
0.008861,-0.614785,1
0.010003,-0.692965,2
0.00625,-0.435904,2
0.007392,-0.51412,1
0.002011,-0.14555,1
0.006263,-0.436817,2
-0.0009,0.053875,2
0.006526,-0.454798,1
0.004043,-0.284761,1
0.007597,-0.528169,2
0.004256,-0.299307,1
0.004002,-0.28194,1
0.003671,-0.259242,2
0.006082,-0.424438,1
0.001337,-0.099405,1
0.006765,-0.471176,1
0.00422,-0.296837,1
0.006194,-0.432103,2
0.00162,-0.118727,1
0.00597,-0.416702,1
0.004511,-0.316825,1
0.00304,-0.216035,2
0.004034,-0.284091,2
0.006181,-0.431157,1
0.001896,-0.137676,1
0.004616,-0.323968,1
0.000425,-0.036931,1
0.005057,-0.354189,1
0.004107,-0.28912,1
0.006073,-0.423819,2
0.003328,-0.235767,2
0.000519,-0.043369,1
0.00739,-0.513989,2
0.005192,-0.363464,2
0.005429,-0.379707,2
0.007747,-0.538433,1
0.00473,-0.33178,1
0.004304,-0.302637,2
0.008001,-0.555852,2
0.005747,-0.401483,1
0.00505,-0.353703,1
0.005356,-0.374691,2
0.009939,-0.688642,1
0.001774,-0.129326,2
0.00481,-0.337263,1
0.007731,-0.537395,1
0.012517,-0.865188,2
0.003431,-0.242819,2
0.008313,-0.577199,1
0.006326,-0.441094,1
0.006675,-0.465027,1
0.00114,-0.085894,1
0.006203,-0.432662,2
0.005168,-0.361776,2
0.010049,-0.69616,2
0.006068,-0.423445,2
0.012199,-0.843388,2
0.0016,-0.117392,1
0.000912,-0.070285,1
0.006835,-0.475997,2
0.004435,-0.311585,1
0.001379,-0.10222,1
0.005444,-0.38068,2
0.005153,-0.360756,2
0.003541,-0.25036,2
0.00449,-0.31535,1
0.006247,-0.435691,2
0.005185,-0.362942,1
0.003533,-0.249802,2
0.007983,-0.554604,2
0.005342,-0.373737,1
0.005425,-0.379369,1
0.00607,-0.42356,1
0.007401,-0.51476,1
0.008047,-0.558995,1
0.010219,-0.7078,1
0.006086,-0.424691,1
0.004439,-0.311839,1
0.009291,-0.644191,1
0.00278,-0.198234,2
0.00638,-0.444854,2
0.00542,-0.379092,2
0.017275,-1.191099,1
0.005021,-0.351761,1
0.004291,-0.301725,2
-0.003218,0.212623,2
0.009519,-0.659854,1
0.0046,-0.322903,2
0.009686,-0.671273,2
0.00289,-0.205755,1
0.006302,-0.439455,2
0.009218,-0.639223,2
0.005476,-0.382912,1
0.009183,-0.636808,1
0.009056,-0.628094,2
0.005439,-0.380378,2
0.004689,-0.328967,2
0.006637,-0.462401,2
0.01157,-0.800303,2
0.004955,-0.347212,1
0.004643,-0.325849,1
0.005539,-0.387225,1
0.001233,-0.092283,1
0.011895,-0.822605,1
0.006305,-0.43965,2
0.008091,-0.562044,2
0.00737,-0.512601,2
0.012675,-0.876058,2
0.005867,-0.409687,1
0.009435,-0.654057,2
0.00231,-0.166029,1
0.003926,-0.276737,1
0.010612,-0.734709,2
0.002442,-0.175062,2
0.004208,-0.296008,1
0.008427,-0.585069,1
0.005656,-0.395258,2
0.007566,-0.526068,1
0.003761,-0.265392,1
0.00034,-0.0311,2
0.008517,-0.591205,2
0.011651,-0.805909,2
0.00416,-0.292761,2
0.00414,-0.291364,1
0.003111,-0.220864,2
0.003298,-0.233674,2
0.002705,-0.193104,1
0.00781,-0.542786,2
0.002153,-0.155301,2
0.005036,-0.352786,1
0.006032,-0.421002,1
0.003583,-0.253234,2
0.012521,-0.865464,1
0.005112,-0.357933,2
0.004259,-0.299537,2
0.005504,-0.384815,2
0.011653,-0.80602,2
0.004195,-0.295181,1
0.006465,-0.450633,2
0.005104,-0.357431,1
0.007434,-0.517002,1
0.003332,-0.236057,1
0.002702,-0.192898,2
0.00103,-0.078361,2
0.005904,-0.412194,1
0.001768,-0.128927,1
0.007221,-0.502396,2
0.003069,-0.218041,2
0.005466,-0.38221,2
0.004011,-0.282513,2
0.002314,-0.166278,2
0.00846,-0.587305,2
0.003987,-0.280909,1
0.003543,-0.250494,2
0.004076,-0.286992,1
0.005334,-0.373202,1
0.008869,-0.615293,1
0.002519,-0.180372,2
0.00688,-0.47908,1
0.006666,-0.464423,2
0.001735,-0.126659,2
0.005998,-0.418683,1
0.009525,-0.660244,2
0.004072,-0.286699,2
0.004453,-0.312854,1
0.007089,-0.493368,2
0.003996,-0.281535,2
0.006477,-0.451492,1
0.003227,-0.228809,1
0.011646,-0.805565,2
0.0021,-0.151624,1
0.003534,-0.249863,2
0.006369,-0.444066,2
0.003906,-0.275329,1
0.004326,-0.304098,1
0.006233,-0.434748,1
0.003286,-0.232849,2
0.004072,-0.286694,1
0.006446,-0.449314,2
0.00545,-0.381116,2
0.010605,-0.734205,1
0.002595,-0.185562,2
0.004728,-0.331642,2
0.008354,-0.580012,2
0.008935,-0.619861,1
0.004931,-0.345592,1
0.004096,-0.288366,2
-0.000602,0.033472,2
0.006964,-0.484843,1
0.006621,-0.461348,1
0.007378,-0.513206,2
0.006233,-0.434738,1
0.005338,-0.373467,2
0.007928,-0.550866,1
0.009013,-0.625182,2
0.006669,-0.46463,2
0.004045,-0.284891,1
0.00679,-0.472916,2
0.002911,-0.207214,1
0.014461,-0.998346,2
0.002934,-0.208774,1
0.005784,-0.403967,2
0.004037,-0.284351,1
0.006845,-0.47669,2
0.001717,-0.125372,1
0.007641,-0.53119,1
0.007172,-0.499102,2
0.006191,-0.431879,1
0.005617,-0.392543,2
0.011195,-0.774639,2
0.005729,-0.400227,2
0.004631,-0.325031,2
0.005883,-0.410751,2
0.006677,-0.465165,2
-0.00109,0.066866,2
0.00427,-0.300275,2
0.008121,-0.564088,1
0.007243,-0.503927,2
0.008184,-0.568388,2
0.006178,-0.431002,1
0.006682,-0.465529,2
0.003997,-0.281606,1
0.005328,-0.372749,1
0.005952,-0.415495,2
0.004477,-0.314459,1
0.003003,-0.213517,1
0.006216,-0.433575,1
0.005715,-0.39925,1
0.009632,-0.667557,1
0.003113,-0.221053,1
0.007779,-0.540685,2
0.005447,-0.380911,1
0.009058,-0.628265,1
0.005348,-0.374151,2
0.005485,-0.383497,2
0.003373,-0.238836,1
0.012761,-0.881938,2
0.007356,-0.51168,2
0.005556,-0.3884,1
0.003494,-0.247162,1
0.006019,-0.42006,1
0.00443,-0.311276,1
0.003425,-0.242399,1
-0.000837,0.04957,2
0.005784,-0.404014,1
0.002862,-0.203827,2
0.004297,-0.302106,1
0.005973,-0.416959,1
0.003401,-0.240788,2
0.007071,-0.492132,2
0.007987,-0.554893,1
0.007527,-0.523418,1
0.008824,-0.612255,1
0.006384,-0.445101,1
0.008219,-0.570782,2
0.006466,-0.450689,1
0.000504,-0.042292,2
0.005479,-0.383119,2
0.007119,-0.495469,1
0.005259,-0.368055,2
0.005007,-0.350785,1
0.007134,-0.496444,1
0.011156,-0.771971,2
0.007578,-0.526851,1
0.005668,-0.396016,1
0.008282,-0.575125,2
0.006816,-0.474688,1
0.006735,-0.469147,1
0.00666,-0.464025,2
0.005582,-0.390157,2
0.005067,-0.354898,1
0.004876,-0.341792,2
0.00378,-0.266696,2
0.008459,-0.587255,2
0.003095,-0.219805,2
0.010826,-0.74937,1
0.009271,-0.642877,1
0.007337,-0.510343,2
0.004373,-0.307323,1
0.006405,-0.446549,1
0.003665,-0.258818,2
0.002257,-0.162395,1
0.006963,-0.484786,2
0.009697,-0.672011,1
0.004079,-0.287201,1
0.005758,-0.402209,1
0.006967,-0.485038,1
0.004891,-0.342854,1
0.004718,-0.33098,2
0.001718,-0.125472,2
0.006191,-0.431864,2
0.005351,-0.374329,2
0.008532,-0.592254,2
0.009887,-0.685039,2
0.005903,-0.412141,1
0.007066,-0.491829,2
0.00292,-0.207832,1
0.013657,-0.943316,2
0.007798,-0.541963,2
0.007979,-0.554381,1
0.007517,-0.522695,1
0.005539,-0.387203,2
0.007727,-0.537058,1
0.007874,-0.547174,1
0.004478,-0.314558,1
0.005967,-0.416544,2
0.005215,-0.36504,1
0.001973,-0.142966,2
0.006906,-0.480857,2
0.008499,-0.589943,1
0.005469,-0.382408,1
0.004522,-0.317576,1
0.011937,-0.825501,1
0.003478,-0.246044,1
0.007112,-0.494933,2
0.010024,-0.694411,2
0.002516,-0.180103,2
0.003513,-0.248416,2
0.007078,-0.492603,2
0.005387,-0.376791,1
0.007715,-0.536269,2
0.008659,-0.600915,2
0.003118,-0.221397,1
0.00715,-0.497555,2
0.012482,-0.862812,2
0.007597,-0.528151,1
0.005893,-0.411493,1
0.012638,-0.873471,2
0.010431,-0.722292,2
0.002616,-0.186963,1
0.007039,-0.489968,1
0.006631,-0.461984,2
0.005626,-0.393183,2
0.007046,-0.490408,2
-0.001675,0.10693,2
0.006931,-0.482529,1
0.001143,-0.086114,1
0.012993,-0.897785,1
0.014326,-0.989121,1
0.007353,-0.51146,1
0.011995,-0.829416,1
0.006972,-0.485349,2
0.003811,-0.268818,1
0.013045,-0.901354,2
0.004819,-0.337914,1
0.006105,-0.425992,2
0.00745,-0.518088,2
0.009157,-0.635069,2
0.002305,-0.165697,1
-0.003102,0.204674,2
-0.000363,0.017105,2
0.004837,-0.3391,1
0.00535,-0.374273,1
0.008291,-0.575741,1
0.007113,-0.495014,1
0.006619,-0.461189,1
0.00746,-0.518791,1
0.003496,-0.247255,2
0.011604,-0.802679,2
0.005571,-0.389413,1
0.005958,-0.415943,1
0.004682,-0.328486,2
0.007149,-0.497524,1
0.006964,-0.4848,2
0.006054,-0.422492,2
0.006493,-0.452585,2
0.005993,-0.418324,1
0.003254,-0.230688,1
0.010859,-0.751618,1
0.002154,-0.15537,1
0.003903,-0.27514,1
0.005254,-0.367691,1
0.006768,-0.471416,2
0.005058,-0.35424,1
0.004463,-0.313538,2
0.005428,-0.379587,1
0.003589,-0.253653,2
0.008307,-0.576831,1
0.006705,-0.467068,1
0.008217,-0.570689,1
0.008143,-0.565564,2
0.004973,-0.34842,1
0.005463,-0.382038,2
0.004798,-0.336432,1
0.009781,-0.67777,1
0.00307,-0.218057,2
0.004067,-0.286412,2
0.004174,-0.293688,1
0.003227,-0.228872,2
0.004534,-0.318338,2
0.00969,-0.671548,2
0.004249,-0.29885,1
0.006336,-0.441826,1
0.002657,-0.189783,2
0.005145,-0.360251,2
0.014465,-0.998642,2
0.007675,-0.533524,2
0.004321,-0.303775,1
0.002084,-0.150511,2
0.004094,-0.288216,1
0.002313,-0.166264,2
0.004566,-0.320533,2
0.002541,-0.181848,2
0.006131,-0.427786,2
0.003876,-0.273313,1
0.003914,-0.275874,1
0.004632,-0.325114,1
0.005524,-0.386195,2
0.005243,-0.36694,1
0.011768,-0.813894,1
0.005406,-0.378108,2
0.001273,-0.094985,1
0.004323,-0.303912,2
0.002984,-0.21218,2
0.000918,-0.070655,1
0.009573,-0.66357,1
0.009986,-0.691836,2
0.003968,-0.279566,1
0.00353,-0.249592,2
0.004893,-0.342943,1
0.004412,-0.309994,2
0.004481,-0.314744,1
0.006717,-0.467931,2
0.011185,-0.773967,2
0.006164,-0.430047,2
0.012405,-0.857531,2
0.008625,-0.598634,2
0.004963,-0.347735,2
0.002998,-0.213129,1
0.007985,-0.554735,2
0.003699,-0.261146,2
0.005321,-0.372263,2
0.000823,-0.064191,2
0.00567,-0.396191,2
0.006851,-0.477099,2
0.004656,-0.326698,1
0.003395,-0.240344,1
0.00866,-0.60098,1
0.002561,-0.183208,2
0.005747,-0.401491,1
0.004923,-0.345018,1
0.005264,-0.36835,1
0.004549,-0.319377,2
0.013915,-0.960968,2
0.004089,-0.287856,2
0.002331,-0.167431,2
0.017438,-1.202286,2
0.00861,-0.597607,2
0.006451,-0.449668,2
0.001099,-0.083053,1
0.013627,-0.941221,1
0.006598,-0.459719,2
0.009912,-0.686753,2
0.006132,-0.427807,1
0.005338,-0.373442,1
0.004166,-0.293164,1
0.011301,-0.781911,2
0.001881,-0.136644,1
0.006144,-0.428676,2
0.003692,-0.260691,2
0.002355,-0.169096,1
0.005438,-0.380259,1
0.005007,-0.350797,2
0.004758,-0.33368,1
0.005678,-0.396735,1
-0.000453,0.02325,2
0.016814,-1.159568,2
0.008886,-0.616509,2
0.005536,-0.386993,1
0.001614,-0.118326,1
0.0055,-0.38456,2
0.005217,-0.365188,2
-0.003614,0.239741,2
0.003856,-0.271917,1
0.004986,-0.349344,1
0.006311,-0.440074,1
0.004442,-0.312045,1
0.001876,-0.136263,2
0.00289,-0.205777,1
0.004627,-0.324714,1
0.006754,-0.470422,1
0.004263,-0.299838,1
0.003816,-0.2692,1
0.00748,-0.520141,1
0.006799,-0.473501,1
0.007573,-0.526537,1
0.002921,-0.207866,1
0.005092,-0.356597,2
0.005004,-0.350536,1
0.004837,-0.339097,2
0.006572,-0.457965,2
0.004996,-0.350049,2
0.004442,-0.312083,1
0.005555,-0.388289,1
0.016348,-1.127631,2
0.008722,-0.605237,2
0.004986,-0.349339,2
0.002485,-0.178035,2
0.00862,-0.598261,2
0.010198,-0.706373,2
0.005036,-0.352767,2
0.002136,-0.154097,1
0.000015,-0.00883,2
0.00835,-0.579736,1
0.006826,-0.475403,1
0.007127,-0.495992,2
0.006244,-0.435496,2
0.005913,-0.412814,1
0.00591,-0.4126,1
0.005524,-0.386183,1
0.007084,-0.493021,2
0.003767,-0.26586,2
0.006328,-0.441267,2
0.003853,-0.271692,2
0.006469,-0.450908,1
0.001421,-0.105145,1
0.005506,-0.384928,1
0.004451,-0.312702,2
0.004901,-0.343511,2
0.006269,-0.437244,2
0.008006,-0.556198,2
0.005671,-0.396225,1
0.00629,-0.438683,2
0.003964,-0.279317,1
0.008672,-0.601796,1
0.008888,-0.616596,2
0.004736,-0.332224,1
0.008206,-0.569898,1
0.006535,-0.455464,2
0.004023,-0.283333,1
0.009817,-0.680232,2
0.006022,-0.42029,2
0.005041,-0.353072,1
0.003778,-0.266578,1
0.004177,-0.293918,1
0.006331,-0.44146,1
0.009345,-0.647898,2
0.007894,-0.548559,2
0.004253,-0.29912,1
0.003425,-0.242403,1
0.005139,-0.359809,2
0.006433,-0.448467,1
0.007515,-0.522541,2
0.003247,-0.23019,1
0.004135,-0.291027,2
0.000897,-0.069223,2
0.001727,-0.126071,1
0.004874,-0.341666,1
0.004771,-0.334601,2
0.001334,-0.099175,1
0.008188,-0.568686,1
0.008203,-0.569695,1
0.00366,-0.25851,1
0.007014,-0.488227,2
0.00066,-0.053007,2
0.004547,-0.319237,1
0.004952,-0.347033,2
0.005348,-0.374145,1
0.003688,-0.26043,2
0.005798,-0.404932,1
0.005505,-0.384866,2
0.005997,-0.418589,2
0.01279,-0.883938,2
0.005138,-0.359729,1
0.006037,-0.421305,2
0.009133,-0.633433,2
0.006377,-0.444649,1
0.003977,-0.280226,1
0.004554,-0.319725,1
0.009874,-0.684163,1
0.004606,-0.323335,1
0.004617,-0.324085,1
0.005887,-0.411052,1
0.006173,-0.430641,2
0.002512,-0.179848,1
0.003325,-0.235567,1
0.005456,-0.381519,2
0.00437,-0.307112,1
0.002871,-0.204451,1
0.006505,-0.453386,1
0.010513,-0.727962,2
0.005747,-0.401443,1
0.006154,-0.429361,2
0.010644,-0.736887,1
0.006662,-0.464121,1
0.007006,-0.487731,2
-0.000142,0.001947,1
0.002445,-0.175243,1
0.005035,-0.352708,1
0.004894,-0.343018,2
0.004181,-0.294167,2
0.004872,-0.341551,1
0.009832,-0.681255,2
0.006682,-0.465515,1
0.005483,-0.383349,1
0.006587,-0.458988,1
0.0045,-0.31601,1
0.009018,-0.625492,2
0.006247,-0.435728,2
0.004955,-0.347192,1
0.004701,-0.329796,1
0.001197,-0.089753,1
0.005589,-0.390604,2
0.008983,-0.623122,2
0.004652,-0.326481,2
0.011175,-0.773285,2
0.006281,-0.438061,1
0.005982,-0.417542,1
0.005984,-0.417677,1
0.003575,-0.252681,2
0.012545,-0.867121,1
0.000798,-0.062462,1
0.009112,-0.631965,1
0.005689,-0.397477,1
0.003324,-0.235505,2
0.008928,-0.619379,1
0.005113,-0.358059,2
0.006694,-0.466307,1
0.006192,-0.431969,1
0.009744,-0.675285,1
0.007764,-0.539637,2
0.005057,-0.354191,1
0.005031,-0.352436,2
0.010939,-0.7571,2
0.009346,-0.647975,1
0.006511,-0.453794,2
0.004085,-0.287602,1
0.007259,-0.505028,1
0.000394,-0.034776,1
0.005249,-0.367343,2
-0.001262,0.078671,2
0.00373,-0.263314,2
0.006103,-0.425816,1
0.005863,-0.409392,1
0.004235,-0.297867,1
0.006307,-0.439794,1
0.001822,-0.132631,1
0.004444,-0.312214,1
0.009651,-0.668899,2
0.010595,-0.733552,2
0.011028,-0.763231,1
0.005069,-0.355042,1
0.004807,-0.337078,1
0.006368,-0.443988,2
0.005681,-0.396909,1
0.007186,-0.500035,2
0.003752,-0.264831,2
0.006102,-0.425746,2
0.005656,-0.395212,1
0.006045,-0.421891,1
0.006111,-0.426393,1
0.008336,-0.578834,1
0.006146,-0.428773,2
0.007674,-0.533434,2
0.001324,-0.098489,2
0.004379,-0.307755,2
-0.004306,0.287201,2
0.002489,-0.17829,1
0.006245,-0.435576,2
0.007173,-0.499136,2
0.005118,-0.358381,1
-0.001441,0.090937,2
0.004297,-0.302149,1
0.014499,-1.000994,2
0.009972,-0.690855,2
0.004945,-0.346513,1
0.005665,-0.395857,1
0.006482,-0.451817,2
0.007494,-0.521111,2
0.006087,-0.424745,1
0.003331,-0.235983,2
-0.000013,-0.006868,1
0.002443,-0.175134,1
0.006169,-0.430362,2
0.009683,-0.671051,2
0.006889,-0.479664,2
0.012098,-0.836483,1
0.006112,-0.426456,1
0.00893,-0.61952,1
-0.002988,0.196875,2
0.010485,-0.726046,1
0.00385,-0.27151,1
0.004237,-0.297998,2
0.006967,-0.485008,1
0.004244,-0.298496,2
0.007214,-0.501956,1
0.005966,-0.416456,2
0.005618,-0.39259,2
0.004684,-0.32867,2
0.006354,-0.443073,1
0.00438,-0.307838,2
0.012365,-0.854765,2
0.003513,-0.248434,2
0.003623,-0.255967,1
0.00721,-0.501662,1
0.003475,-0.245828,2
0.006645,-0.462955,1
0.00056,-0.04612,1
0.009664,-0.669742,2
0.010509,-0.727676,2
0.010903,-0.75466,2
0.006744,-0.469746,2
0.006329,-0.441316,2
0.005771,-0.403094,2
0.002073,-0.14982,1
0.006501,-0.453093,2
-0.000245,0.008986,1
0.007912,-0.549759,2
0.008411,-0.583913,2
0.005249,-0.36734,2
0.005341,-0.373667,2
0.005851,-0.408616,1
0.009057,-0.628188,2
0.008068,-0.560467,1
0.002672,-0.190836,1
0.005724,-0.399915,2
0.005481,-0.383237,2
0.00144,-0.106425,2
0.006525,-0.454774,1
0.008551,-0.593525,1
0.007389,-0.513964,1
0.004934,-0.345785,1
0.003454,-0.244413,2
0.005915,-0.41297,1
