@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute a100 numeric
@attribute a101 numeric
@attribute a102 numeric
@attribute a103 numeric
@attribute a104 numeric
@attribute a105 numeric
@attribute a106 numeric
@attribute a107 numeric
@attribute a108 numeric
@attribute a109 numeric
@attribute a110 numeric
@attribute a111 numeric
@attribute a112 numeric
@attribute a113 numeric
@attribute a114 numeric
@attribute a115 numeric
@attribute a116 numeric
@attribute a117 numeric
@attribute a118 numeric
@attribute a119 numeric
@attribute a120 numeric
@attribute a121 numeric
@attribute a122 numeric
@attribute a123 numeric
@attribute a124 numeric
@attribute a125 numeric
@attribute a126 numeric
@attribute a127 numeric
@attribute a128 numeric
@attribute a129 numeric
@attribute a130 numeric
@attribute a131 numeric
@attribute a132 numeric
@attribute a133 numeric
@attribute a134 numeric
@attribute a135 numeric
@attribute a136 numeric
@attribute a137 numeric
@attribute a138 numeric
@attribute destClass {1.0,2.0}

@data
-7.107807,0.95775,0.026116,0.003976,-0.040305,-0.018165,-0.03477,-0.073515,-0.095655,-0.062445,-0.084585,-0.062445,-0.084585,-0.095655,-0.12333,-0.106725,-0.117795,-0.128865,-0.051375,-0.106725,-0.084585,-0.084585,-0.14547,-0.095655,-0.106725,-0.106725,-0.106725,-0.11226,-0.1344,-0.195286,-0.117795,-0.139935,-0.117795,-0.167611,-0.156541,-0.117795,-0.007094,0.081466,0.070396,0.125747,0.192167,-0.001559,-0.128865,-0.178681,-0.305987,-0.250636,-0.267241,-0.294917,-0.322592,-0.272776,-0.245101,-0.267241,-0.294917,-0.245101,-0.206356,-0.007094,1.138659,3.020574,0.751206,-3.466496,-6.045826,-4.839187,-2.824431,-1.302294,-0.510783,-0.328127,-0.200821,-0.117795,-0.03477,-0.012629,0.020581,0.064861,0.103606,0.125747,0.181097,0.186632,0.297333,0.363753,0.452314,0.529805,0.684786,0.850837,0.989213,1.243825,1.598068,1.83054,2.024266,2.251203,2.361904,2.289948,2.018731,1.592533,1.077774,0.695856,0.352683,0.142352,0.037186,-0.040305,-0.095655,-0.029235,-0.06798,-0.040305,-0.040305,-0.05691,0.026116,0.037186,0.015046,0.026116,0.075931,0.037186,0.026116,-0.040305,-0.106725,-0.03477,-0.062445,-0.029235,-0.184216,-0.117795,-0.1344,-0.156541,-0.12333,-0.14547,-0.162076,-0.156541,-0.222961,-0.222961,-0.206356,-0.167611,-0.200821,-0.222961,-0.228496,-0.200821,-0.217426,-0.261706,-0.256171,-0.222961,-0.267241,6.032784,1.0
-7.107807,0.2378,0.338637,0.201133,0.2378,0.146131,0.219467,0.164465,0.164465,0.136964,0.155298,0.09113,0.164465,0.118631,0.109464,0.026962,0.127798,0.146131,0.109464,0.072796,0.081963,0.072796,0.072796,0.063629,0.008628,0.026962,0.09113,-0.009706,0.026962,0.081963,0.008628,0.109464,0.026962,0.008628,0.045295,0.008628,0.081963,0.219467,0.283635,0.292802,0.054462,-0.238879,-0.330548,-0.321381,-0.138043,-0.101375,-0.02804,-0.101375,-0.083041,-0.064708,-0.064708,-0.009706,0.017795,-0.02804,0.008628,-0.000539,1.026155,-0.578055,-4.492326,-6.628217,-4.574828,-3.273127,-1.797254,-0.871396,-0.193044,-0.009706,0.109464,0.164465,0.201133,0.182799,0.201133,0.219467,0.246967,0.292802,0.347803,0.283635,0.366137,0.411972,0.503641,0.466973,0.586143,0.732814,0.906985,1.09949,1.328663,1.548669,1.805343,1.952013,2.227021,2.135351,1.897012,1.420332,0.95282,0.439473,0.219467,-0.000539,0.026962,-0.083041,-0.046374,-0.101375,-0.064708,-0.083041,-0.018873,-0.064708,-0.064708,-0.046374,-0.000539,-0.009706,-0.009706,-0.055541,0.008628,-0.02804,-0.046374,-0.046374,-0.083041,-0.083041,-0.064708,-0.101375,-0.119709,-0.211378,-0.138043,-0.174711,-0.183877,-0.229712,-0.211378,-0.183877,-0.193044,-0.26638,-0.229712,-0.193044,-0.248046,-0.193044,-0.211378,-0.248046,-0.211378,-0.238879,-0.248046,6.032784,1.0
-7.107807,0.259768,0.237898,0.255394,0.233524,0.233524,0.198532,0.202906,0.189784,0.18541,0.159167,0.167915,0.132923,0.132923,0.124175,0.106679,0.080436,0.067314,0.06294,0.119801,0.054192,0.080436,0.049818,0.058566,0.032322,0.036696,0.04107,0.071688,0.076062,0.128549,0.198532,0.216028,0.294759,0.277263,0.347247,0.115427,0.027948,-0.037661,-0.107644,-0.055157,-0.098896,-0.090148,-0.129514,-0.120766,-0.10327,-0.098896,-0.094522,-0.050783,-0.107644,0.789016,2.223671,0.692789,-2.683901,-5.793779,-5.798153,-3.641796,-2.045304,-0.824972,-0.339464,-0.190749,-0.059531,-0.055157,0.027948,0.036696,0.058566,0.093557,0.198532,0.224776,0.299133,0.404108,0.513457,0.692789,0.907112,1.200167,1.449482,1.716293,1.974356,2.162436,2.236793,2.140566,1.821268,1.418864,0.950852,0.535326,0.281637,0.106679,0.010452,-0.002669,-0.072653,-0.094522,-0.072653,-0.068279,-0.068279,-0.068279,-0.033287,-0.011417,-0.046409,-0.011417,-0.020165,-0.050783,-0.046409,-0.042035,-0.059531,-0.068279,-0.120766,-0.14701,-0.129514,-0.155758,-0.151384,-0.168879,-0.177627,-0.190749,-0.190749,-0.203871,-0.225741,-0.208245,-0.225741,-0.216993,-0.234489,-0.247611,-0.247611,-0.234489,-0.234489,-0.190749,-0.133888,-0.068279,-0.055157,-0.033287,0.014826,-0.186375,-0.278228,-0.352585,-0.426943,-0.365707,-0.426943,-0.413821,-0.431316,6.032784,2.0
-7.107807,0.196242,0.206687,0.21191,0.201464,0.196242,0.191019,0.170127,0.159681,0.144013,0.128344,0.097007,0.091784,0.076116,0.097007,0.055224,0.060447,0.050001,0.044778,0.023887,0.044778,0.018664,0.018664,0.018664,0.013441,0.008218,-0.017896,-0.002227,-0.00745,0.018664,0.034333,0.170127,0.222356,0.227579,0.274585,0.337259,0.112676,0.023887,-0.054456,-0.085793,-0.04401,-0.122353,-0.158913,-0.179805,-0.138022,-0.122353,-0.122353,-0.091016,-0.096239,-0.075348,0.332036,2.029468,3.627665,0.781203,-4.290201,-6.645714,-4.927391,-3.094165,-1.448962,-0.576743,-0.35216,-0.205919,-0.148468,-0.091016,-0.038787,-0.064902,0.013441,0.055224,0.107453,0.133567,0.269362,0.347705,0.462608,0.551397,0.723751,0.979672,1.219924,1.34005,1.407947,1.548964,1.512404,1.381832,1.063238,0.802094,0.551397,0.316367,0.227579,0.091784,0.02911,0.039556,0.002995,0.044778,0.008218,-0.028342,0.008218,0.055224,0.091784,0.008218,0.055224,0.060447,0.086561,0.034333,0.081338,-0.023119,0.02911,-0.002227,-0.023119,-0.085793,-0.017896,-0.085793,-0.070125,-0.122353,-0.085793,-0.138022,-0.153691,-0.138022,-0.185028,-0.138022,-0.169359,-0.122353,-0.122353,-0.138022,-0.174582,-0.122353,-0.127576,-0.101462,0.018664,0.076116,0.112676,0.164904,0.081338,-0.091016,-0.148468,-0.216365,-0.242479,-0.289485,-0.346937,6.032784,2.0
-7.107807,0.969319,0.200216,0.171519,0.200216,0.123691,0.123691,0.161954,0.123691,0.123691,0.114126,0.200216,0.085429,0.10456,0.047167,0.066298,0.094995,0.028035,-0.010227,0.037601,-0.010227,0.094995,0.10456,-0.048489,0.047167,-0.010227,-0.048489,0.01847,-0.029358,-0.010227,-0.029358,-0.029358,0.028035,-0.010227,-0.086752,0.037601,-0.086752,0.123691,0.372397,0.295872,0.123691,-0.13458,-0.402417,-0.335457,-0.507638,-0.392851,-0.37372,-0.144145,-0.182408,-0.201539,-0.105883,-0.211105,-0.125014,-0.105883,-0.096317,-0.125014,0.123691,1.089817,-1.932913,-5.673063,-6.400049,-3.951255,-2.59294,-1.445067,-0.794606,-0.306761,-0.086752,-0.038924,0.085429,0.047167,0.047167,0.066298,0.142823,0.219347,0.219347,0.10456,0.181085,0.25761,0.219347,0.324569,0.468053,0.535012,0.592406,0.869808,1.013292,1.261998,1.520269,1.711581,1.950721,2.113337,2.017681,1.855065,1.596794,0.850677,0.362832,0.133257,0.114126,0.008904,-0.010227,-0.048489,-0.010227,0.028035,0.056732,-0.010227,0.10456,0.056732,0.114126,0.056732,0.028035,0.142823,0.008904,0.008904,0.056732,0.01847,-0.029358,-0.000661,-0.029358,-0.010227,-0.048489,0.008904,-0.010227,-0.058055,0.047167,-0.029358,0.056732,0.008904,0.008904,-0.010227,0.008904,0.047167,0.008904,0.008904,0.01847,-0.029358,0.066298,0.028035,0.085429,6.032784,1.0
-7.107807,0.28063,0.219747,0.196916,0.212137,0.212137,0.242578,0.242578,0.166475,0.196916,0.212137,0.105593,0.120813,0.151255,0.174086,0.136034,0.136034,0.097983,0.052321,0.090372,0.166475,0.090372,0.090372,0.04471,0.0371,0.059931,0.090372,0.02949,0.014269,0.059931,0.067541,0.105593,0.212137,0.227358,0.29585,0.29585,0.470887,0.265409,-0.069444,-0.000951,-0.000951,-0.137937,-0.160768,-0.077054,-0.183598,-0.183598,-0.122716,-0.107495,-0.168378,-0.061834,-0.000951,0.782909,3.636771,5.15883,0.722027,-5.244446,-5.678233,-3.988747,-2.101393,-0.754371,-0.449959,-0.252091,-0.22926,-0.008562,0.014269,0.075152,-0.031392,0.014269,0.014269,0.105593,0.143644,0.128424,0.105593,0.257799,0.318681,0.410005,0.470887,0.516549,0.79052,0.881843,0.980777,1.026439,1.132983,1.231917,1.087321,0.843792,0.600262,0.379564,0.219747,0.090372,-0.046613,-0.054223,0.014269,-0.137937,-0.023782,-0.039003,-0.092275,-0.000951,-0.000951,-0.054223,0.0371,0.059931,0.02188,-0.039003,-0.077054,-0.046613,-0.115106,-0.061834,-0.21404,-0.168378,-0.084665,-0.168378,-0.175988,-0.23687,-0.183598,-0.21404,-0.183598,-0.22926,-0.198819,-0.267312,-0.290143,-0.274922,-0.267312,-0.259701,-0.305363,-0.274922,-0.290143,-0.183598,-0.274922,-0.274922,-0.328194,-0.305363,-0.312973,-0.335804,-0.305363,-0.366246,-0.366246,6.032784,1.0
-7.107807,0.064873,0.06036,0.024257,0.024257,0.033283,0.006205,0.006205,0.006205,0.001692,-0.007333,-0.025385,-0.043437,-0.052463,-0.025385,-0.052463,-0.034411,-0.043437,-0.070514,-0.07954,-0.043437,-0.034411,-0.075027,-0.061488,-0.075027,-0.088566,-0.102105,-0.075027,-0.066001,-0.097592,-0.133695,-0.084053,-0.043437,0.033283,0.06036,0.069386,0.024257,-0.052463,-0.129182,-0.165285,-0.223953,-0.133695,-0.242005,-0.21944,-0.237492,-0.228466,-0.210414,-0.196876,-0.205902,-0.223953,-0.196876,-0.214927,0.714732,1.26982,-1.446952,-3.441658,-4.849686,-4.068953,-2.169018,-1.081406,-0.418008,-0.178824,-0.115643,-0.029898,-0.011846,0.019744,0.033283,0.06036,0.119028,0.16867,0.186722,0.249902,0.335648,0.398828,0.439445,0.610935,0.768887,0.976481,1.242743,1.504491,1.892602,2.244609,2.632719,2.971187,3.201346,3.174268,2.853852,2.276199,1.554134,0.949404,0.4936,0.177696,0.046821,-0.038924,-0.106618,-0.106618,-0.124669,-0.106618,-0.129182,-0.102105,-0.124669,-0.07954,-0.070514,-0.097592,-0.102105,-0.097592,-0.124669,-0.142721,-0.129182,-0.174311,-0.196876,-0.223953,-0.269082,-0.273595,-0.336776,-0.287134,-0.291647,-0.314211,-0.350315,-0.318724,-0.354828,-0.408982,-0.363853,-0.381905,-0.408982,-0.40447,-0.427034,-0.422521,-0.377392,-0.43606,-0.422521,-0.440573,-0.458625,-0.445086,-0.46765,-0.458625,-0.476676,6.032784,1.0
-7.107807,0.606664,0.586332,0.474508,0.515171,0.454176,0.555835,0.413512,0.525337,0.423678,0.454176,0.383015,0.372849,0.433844,0.342351,0.39318,0.433844,0.372849,0.342351,0.413512,0.301688,0.210195,0.352517,0.250858,0.250858,0.22036,0.22036,0.22036,0.250858,0.179697,0.27119,0.169531,0.118702,0.179697,0.311853,0.39318,0.433844,0.230526,-0.043952,-0.196441,-0.176109,-0.257436,-0.07445,0.04754,0.04754,0.006877,0.027209,-0.033787,0.067872,0.067872,-0.013455,-0.033787,0.057706,0.362683,1.297944,-1.62983,-5.65552,-6.387464,-3.703671,-2.453267,-1.233361,-0.694569,-0.084616,0.006877,0.108536,0.179697,0.210195,0.230526,0.210195,0.128868,0.261024,0.189863,0.250858,0.250858,0.281356,0.332185,0.413512,0.413512,0.474508,0.637162,0.881143,0.96247,1.216617,1.460598,1.684248,1.907897,1.99939,2.009556,1.663916,1.257281,0.718489,0.22036,0.04754,-0.054118,-0.094782,-0.094782,-0.196441,-0.145611,-0.135445,-0.226938,-0.145611,-0.257436,-0.237104,-0.186275,-0.176109,-0.226938,-0.216773,-0.206607,-0.24727,-0.287934,-0.196441,-0.338763,-0.237104,-0.318431,-0.399758,-0.379427,-0.318431,-0.318431,-0.328597,-0.379427,-0.440422,-0.359095,-0.440422,-0.359095,-0.369261,-0.399758,-0.379427,-0.389593,-0.379427,-0.369261,-0.399758,-0.369261,-0.399758,-0.399758,-0.379427,-0.379427,-0.42009,6.032784,1.0
-7.107807,0.051212,0.040218,0.023726,0.012732,-0.014753,-0.009256,0.03472,0.023726,0.001738,0.007235,-0.042239,0.001738,-0.02025,-0.009256,-0.053233,-0.031244,-0.042239,-0.047736,-0.031244,-0.047736,-0.02025,-0.086215,-0.086215,-0.031244,-0.075221,-0.064227,-0.075221,-0.097209,-0.086215,-0.102706,-0.02025,0.062206,0.089691,0.122674,0.183141,0.221621,0.007235,-0.168671,-0.185162,-0.168671,-0.234636,-0.278613,-0.240133,-0.295104,-0.24563,-0.267619,-0.256624,-0.223642,-0.234636,-0.212648,0.56244,2.195071,2.381971,-1.163642,-5.45136,-5.726213,-3.74177,-1.95522,-0.822823,-0.449022,-0.278613,-0.157677,-0.075221,0.012732,-0.003759,0.03472,0.089691,0.133668,0.133668,0.20513,0.276592,0.265598,0.381036,0.507469,0.578931,0.809808,0.941738,1.156124,1.408989,1.672849,1.947702,2.173083,2.343492,2.381971,2.151094,1.837761,1.321036,0.84279,0.474486,0.265598,0.067703,0.018229,-0.042239,-0.069724,-0.135689,-0.036741,-0.053233,-0.053233,-0.02025,-0.031244,0.012732,0.067703,-0.009256,0.023726,0.007235,0.007235,-0.05873,-0.053233,-0.042239,-0.108203,-0.064227,-0.091712,-0.168671,-0.168671,-0.207151,-0.146683,-0.19066,-0.168671,-0.240133,-0.201654,-0.229139,-0.19066,-0.234636,-0.267619,-0.256624,-0.19066,-0.234636,-0.267619,-0.251127,-0.289607,-0.322589,-0.278613,-0.300601,-0.37756,-0.311595,-0.278613,6.032784,1.0
-7.107807,0.302219,0.223911,0.351161,0.204334,0.263065,0.135815,0.243488,0.145603,0.16518,0.184757,0.126026,0.194546,0.126026,0.184757,0.10645,0.16518,0.126026,0.16518,0.116238,0.214123,0.194546,0.16518,0.028142,0.16518,0.126026,0.145603,0.086873,0.086873,0.067296,0.096661,0.086873,0.086873,0.028142,0.10645,0.028142,0.204334,0.41968,0.429469,0.184757,-0.08932,-0.353608,-0.265512,-0.304666,-0.265512,-0.030589,-0.050166,-0.0208,-0.099108,-0.030589,0.028142,-0.011012,-0.011012,-0.011012,0.028142,0.546931,1.104873,-2.859456,-6.14838,-5.933034,-4.180899,-2.007859,-1.195416,-0.608108,-0.108897,0.10645,0.126026,0.126026,0.223911,0.16518,0.223911,0.223911,0.29243,0.282642,0.223911,0.331584,0.263065,0.263065,0.390315,0.507777,0.625238,0.566507,0.938469,1.075508,1.241912,1.5062,1.741123,1.897739,2.054354,1.917316,1.643239,1.085296,0.595873,0.272853,0.086873,-0.030589,-0.099108,-0.050166,-0.099108,-0.118685,-0.030589,-0.001224,-0.030589,-0.0208,-0.0208,-0.011012,-0.011012,-0.050166,-0.040377,-0.040377,-0.0208,-0.08932,-0.030589,-0.128474,-0.08932,-0.138262,-0.108897,-0.167627,-0.157839,-0.079531,-0.187204,-0.148051,-0.167627,-0.148051,-0.148051,-0.187204,-0.157839,-0.187204,-0.187204,-0.157839,-0.148051,-0.187204,-0.108897,-0.206781,-0.206781,-0.21657,-0.187204,6.032784,1.0
-7.107807,-0.09749,-0.072864,-0.043313,-0.053163,-0.053163,-0.053163,-0.072864,-0.092565,-0.082715,-0.09749,-0.127042,-0.102416,-0.107341,-0.107341,-0.127042,-0.136892,-0.136892,-0.107341,-0.127042,-0.146743,-0.107341,-0.131967,-0.127042,-0.112266,-0.131967,-0.127042,-0.181219,-0.043313,-0.072864,0.040416,0.099518,0.13892,0.089668,0.158621,0.005939,-0.127042,-0.19107,-0.225546,-0.195995,-0.127042,-0.156593,-0.19107,-0.19107,-0.156593,-0.131967,-0.136892,-0.127042,-0.102416,0.680695,1.897225,-0.476733,-3.082175,-5.2739,-5.333002,-3.313661,-1.929673,-0.801797,-0.319125,-0.112266,-0.003911,0.074892,0.099518,0.119219,0.173397,0.168472,0.271901,0.276826,0.424583,0.508312,0.670844,0.803825,1.069787,1.419478,1.719917,2.074533,2.335569,2.503027,2.68526,2.601532,2.271542,1.710066,1.153516,0.631442,0.375331,0.183247,0.104444,0.050266,0.02564,0.035491,0.005939,-0.013762,0.005939,-0.018687,0.02564,0.01579,0.02564,0.02564,0.045341,0.01579,0.030565,-0.003911,-0.013762,-0.038388,-0.018687,-0.131967,-0.043313,-0.08764,-0.072864,-0.107341,-0.053163,-0.146743,-0.082715,-0.09749,-0.117191,-0.112266,-0.131967,-0.141817,-0.136892,-0.156593,-0.09749,-0.146743,-0.092565,-0.008836,0.020715,0.069967,0.069967,0.02564,-0.127042,-0.225546,-0.264948,-0.309275,-0.215696,-0.289574,-0.279724,-0.284649,-0.279724,6.032784,2.0
-7.107807,1.904964,0.043419,0.073817,0.068751,0.094082,0.170076,0.144745,0.144745,0.16501,0.134612,0.144745,0.119413,0.12448,0.109281,0.104215,0.058618,0.068751,0.023154,0.038353,0.023154,0.023154,0.023154,0.038353,0.007956,0.023154,-0.002177,0.013022,0.018088,0.028221,0.013022,0.028221,0.007956,0.028221,0.109281,0.200474,0.241004,0.271402,0.362594,0.24607,0.089016,0.007956,-0.09337,-0.088304,-0.149099,-0.159231,-0.17443,-0.138966,-0.164298,-0.09337,-0.154165,-0.113635,-0.103502,0.078883,1.548101,3.478349,1.613963,-3.193926,-6.542729,-5.326825,-3.356046,-1.734841,-0.757051,-0.377081,-0.230159,-0.154165,-0.108569,-0.057906,-0.047773,-0.022442,0.038353,0.089016,0.134612,0.230871,0.296733,0.418323,0.646305,0.808426,1.000944,1.198529,1.315053,1.416378,1.467041,1.48224,1.315053,1.117468,0.823625,0.565245,0.296733,0.235938,0.068751,0.043419,0.002889,-0.017376,-0.057906,-0.002177,-0.002177,-0.002177,-0.037641,0.033287,0.073817,0.053552,0.058618,0.023154,0.033287,0.018088,-0.037641,-0.047773,-0.073105,-0.05284,-0.103502,-0.103502,-0.083237,-0.098436,-0.138966,-0.169364,-0.230159,-0.138966,-0.144032,-0.194695,-0.199761,-0.169364,-0.245358,-0.220026,-0.199761,-0.204828,-0.285888,-0.179496,-0.062972,0.007956,-0.027508,0.053552,0.170076,-0.09337,-0.144032,-0.296021,-0.387213,6.032784,2.0
-7.107807,0.399376,0.408795,0.314612,0.389958,0.418213,0.342867,0.342867,0.352285,0.342867,0.32403,0.38054,0.342867,0.418213,0.314612,0.286357,0.32403,0.276939,0.342867,0.333449,0.248684,0.201593,0.211011,0.211011,0.248684,0.267521,0.267521,0.182756,0.229848,0.211011,0.229848,0.201593,0.408795,0.578324,0.446468,0.38054,0.088573,-0.090374,-0.10921,-0.118629,-0.22223,0.126246,0.032064,0.041482,0.060319,0.079155,0.0509,0.192174,0.182756,0.126246,0.069737,0.342867,1.341204,-1.154639,-5.270426,-6.447711,-3.867103,-2.699236,-1.437188,-0.674307,-0.10921,0.088573,0.201593,0.145083,0.248684,0.286357,0.229848,0.305194,0.229848,0.352285,0.239266,0.333449,0.333449,0.342867,0.465304,0.502977,0.512396,0.65367,0.889127,1.086911,1.162257,1.491897,1.755608,1.896883,2.028738,2.028738,1.661425,1.41655,0.757271,0.399376,0.097992,0.0509,-0.137465,-0.10921,-0.184557,-0.156302,-0.099792,-0.118629,-0.090374,-0.137465,-0.137465,-0.052701,-0.128047,-0.10921,-0.156302,-0.099792,-0.16572,-0.10921,-0.184557,-0.184557,-0.212811,-0.297576,-0.325831,-0.269321,-0.429432,-0.354086,-0.354086,-0.306994,-0.354086,-0.391759,-0.429432,-0.354086,-0.457687,-0.448268,-0.448268,-0.485941,-0.467105,-0.448268,-0.485941,-0.533033,-0.514196,-0.429432,-0.570706,-0.504778,-0.523615,-0.533033,-0.617797,6.032784,1.0
-7.107807,-0.247105,-0.265783,-0.242436,-0.247105,-0.237766,-0.237766,-0.20975,-0.228427,-0.149046,-0.181733,-0.158385,-0.163055,-0.153716,-0.163055,-0.158385,-0.172394,-0.167724,-0.177063,-0.186402,-0.177063,-0.158385,-0.158385,-0.144377,-0.130368,-0.125699,-0.144377,-0.139707,-0.163055,-0.139707,-0.153716,-0.121029,-0.149046,-0.139707,-0.121029,-0.050987,0.028395,0.089098,0.093768,0.098437,-0.064995,-0.191072,-0.247105,-0.256444,-0.223758,-0.247105,-0.261114,-0.261114,-0.261114,-0.242436,-0.20975,-0.177063,-0.181733,0.383276,1.793463,-0.004292,-2.465115,-4.855895,-5.392887,-3.441039,-2.026182,-0.858809,-0.335826,-0.121029,-0.060326,0.028395,0.065751,0.121785,0.149801,0.219844,0.266539,0.359929,0.43931,0.565386,0.705471,0.910929,1.163081,1.461929,1.798132,2.134336,2.447192,2.685336,2.788065,2.727361,2.400497,1.863505,1.256471,0.780183,0.476666,0.285217,0.15914,0.107776,0.07042,0.056412,0.019056,0.042403,0.051742,-0.064995,0.07042,0.107776,0.07509,0.103107,0.093768,0.098437,0.051742,0.042403,0.014386,0.014386,-0.0183,-0.013631,-0.069665,-0.069665,-0.11169,-0.102351,-0.097682,-0.097682,-0.130368,-0.11636,-0.102351,-0.11636,-0.149046,-0.177063,-0.191072,-0.153716,-0.167724,-0.163055,-0.191072,-0.097682,-0.027639,0.061081,0.033064,0.065751,-0.041648,-0.163055,-0.303139,-0.321817,-0.317148,6.032784,2.0
-7.107807,0.00528,0.044363,0.054133,0.029707,0.034592,0.039477,0.054133,0.063904,0.054133,0.054133,0.102986,0.093215,0.083445,0.068789,0.059018,0.054133,0.039477,0.044363,0.034592,0.049248,0.00528,-0.019146,-0.019146,-0.009375,-0.024031,-0.038687,-0.033802,-0.038687,-0.043572,-0.028917,-0.038687,-0.048458,-0.072884,-0.028917,0.054133,0.098101,0.132298,0.083445,0.098101,-0.033802,-0.131507,-0.199901,-0.258525,-0.243869,-0.199901,-0.224328,-0.214557,-0.219442,-0.199901,-0.209672,-0.185246,-0.175475,-0.175475,1.04096,1.353618,-1.255122,-3.815008,-5.534627,-4.860458,-2.921002,-1.626403,-0.683544,-0.312263,-0.18036,-0.092425,-0.028917,0.019936,0.044363,0.08833,0.127412,0.200692,0.269086,0.361906,0.469382,0.645252,0.855319,1.13378,1.461094,1.807949,2.130377,2.477232,2.653102,2.711725,2.545626,2.149918,1.558799,0.992107,0.542661,0.259315,0.102986,0.015051,-0.033802,-0.067999,-0.058228,-0.063114,-0.072884,-0.058228,-0.038687,-0.024031,-0.019146,0.00528,0.000395,-0.028917,-0.014261,-0.028917,-0.048458,-0.048458,-0.067999,-0.077769,-0.107081,-0.131507,-0.126622,-0.116852,-0.160819,-0.146163,-0.155934,-0.17059,-0.175475,-0.185246,-0.195016,-0.195016,-0.190131,-0.199901,-0.214557,-0.195016,-0.204787,-0.17059,-0.116852,-0.00449,0.000395,-0.028917,-0.028917,-0.165704,-0.282951,-0.336689,-0.375771,6.032784,2.0
-7.107807,0.095039,0.090744,0.073561,0.077857,0.095039,0.090744,0.099335,0.112221,0.10363,0.14229,0.112221,0.10363,0.112221,0.086448,0.06497,0.060675,0.052084,0.039197,0.052084,-0.003759,-0.016645,0.000537,-0.016645,-0.003759,-0.05101,-0.038123,-0.029532,-0.05101,-0.046714,-0.059601,-0.059601,-0.072488,-0.033828,0.056379,0.10363,0.150881,0.168064,0.202428,0.02631,-0.124034,-0.179876,-0.252901,-0.252901,-0.222832,-0.248605,-0.24431,-0.235719,-0.227128,-0.222832,-0.201354,-0.197059,-0.171285,0.997106,2.010858,-0.029532,-3.388658,-6.14211,-5.429047,-3.324224,-1.82937,-0.772663,-0.373177,-0.227128,-0.12833,-0.068192,-0.020941,0.017719,0.052084,0.077857,0.14229,0.211019,0.309817,0.408615,0.563255,0.747964,0.979924,1.267726,1.568415,1.826149,2.101064,2.225636,2.255704,2.131133,1.808967,1.336455,0.863944,0.498822,0.253975,0.112221,0.034901,-0.025236,-0.029532,-0.046714,-0.042419,-0.038123,-0.033828,-0.01235,0.013424,0.030606,0.052084,0.052084,0.047788,0.039197,0.02631,0.000537,0.000537,-0.025236,-0.033828,-0.063896,-0.072488,-0.076783,-0.072488,-0.102556,-0.093965,-0.106852,-0.098261,-0.111148,-0.111148,-0.115443,-0.115443,-0.115443,-0.115443,-0.132625,-0.111148,-0.132625,-0.068192,-0.003759,0.095039,0.112221,0.125108,0.176655,0.000537,-0.145512,-0.20565,-0.257196,-0.235719,6.032784,2.0
