@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute destClass {-1.0,1.0}

@data
-3.014451,0.481892,0.986188,1.442845,2.185055,2.515964,1.877468,1.091977,0.352316,-0.29375,-0.115363,0.319848,0.204671,0.098955,0.229271,0.248037,0.186262,-0.189159,-0.539317,-0.457134,-0.559559,-0.679976,-0.53093,-0.55678,-0.707902,-0.792087,-0.808478,-0.892033,-1.18285,-1.392095,-1.423006,-1.652376,-1.855268,-1.86933,-2.260112,-2.45216,-2.206117,-2.256463,-2.178145,-1.962142,-1.838828,-1.522707,-1.355376,-1.018104,-0.473439,-0.34449,-0.173695,0.204653,0.298816,0.319461,0.588737,0.781473,0.653471,0.647578,0.816012,0.782298,0.769995,0.824986,0.677924,0.537552,0.535577,0.564507,0.553765,0.483077,0.437565,0.404013,0.39547,0.482012,0.517355,0.475652,0.538209,0.629847,0.617724,0.663895,0.864144,1.108072,1.238233,1.089262,0.841671,0.932407,0.893136,0.408841,0.299466,0.358421,0.169404,0.285543,0.321712,0.033108,0.006841,-0.057396,-0.306191,-0.067414,0.225012,0.0693,0.058896,0.207029,0.133022,4.19457,1.0
-3.014451,0.274648,0.480717,0.918644,1.537569,2.045228,2.245614,1.880055,1.222635,0.580621,-0.013877,0.075167,0.324509,-0.09976,-0.169222,0.002744,-0.068163,-0.268659,-0.873906,-0.962871,-0.638823,-0.977499,-1.071537,-0.842762,-1.157641,-1.260136,-1.185376,-1.454207,-1.691787,-1.900195,-1.680684,-1.569895,-2.014987,-2.140379,-2.025566,-1.98831,-1.814227,-2.065935,-2.173482,-1.588614,-1.371625,-1.246893,-0.880639,-0.686768,-0.401839,-0.20045,-0.07154,0.0316,0.080319,0.212738,0.335186,0.477117,0.537911,0.489553,0.517599,0.531851,0.483821,0.489233,0.510519,0.423609,0.495132,0.7043,0.56047,0.439258,0.581439,0.613257,0.63715,0.665896,0.633874,0.64988,0.707019,0.761416,0.754734,0.78417,0.918505,0.960288,0.91393,0.996392,1.020683,0.830157,0.753721,0.739428,0.532564,0.442098,0.506246,0.44753,0.427997,0.437088,0.341994,0.380051,0.36801,0.253516,0.292693,0.297969,0.316972,0.422755,0.261347,4.19457,1.0
-3.014451,-0.705452,-0.225784,0.216177,-0.317243,-0.648174,-1.21801,-1.522667,-1.506447,-1.549245,-1.598753,-1.687382,-1.393888,-1.469254,-1.580087,-1.306643,-1.320601,-1.31872,-1.393075,-1.237084,-1.316551,-1.426807,-1.328874,-1.358029,-1.349077,-1.447685,-1.42336,-1.297675,-1.105374,-0.969605,-0.78654,-0.404179,-0.231227,-0.067512,0.144967,0.422336,0.533702,0.357396,0.527896,0.461501,0.36335,0.313451,-0.022949,0.242271,-0.002212,0.008137,0.02534,-0.045815,0.315075,0.218936,0.307555,0.531065,0.417393,0.484543,0.568695,0.704222,0.676209,0.631453,0.806072,0.679388,0.573433,0.691222,0.709025,0.682142,0.606146,0.623527,0.536663,0.792958,1.107221,1.014696,1.172808,0.678795,0.570239,0.482153,0.335188,0.415285,0.263463,0.264857,0.199642,0.229642,0.326274,0.202772,0.181542,0.231889,0.385914,0.265197,0.246848,0.338029,0.120955,0.331838,0.641164,1.530125,3.122059,3.329075,2.651406,1.154471,-0.366289,4.19457,1.0
-3.014451,0.98638,2.810329,3.846281,2.377253,1.697946,0.078303,-0.59628,0.82601,0.870143,0.808917,0.841946,0.604822,0.088759,-0.591734,-0.639754,-0.583437,-1.021004,-0.871821,-0.977415,-1.087455,-1.060117,-1.23219,-1.396202,-1.418962,-1.284347,-1.617879,-1.675289,-1.500421,-1.665457,-1.854048,-1.925169,-1.526108,-1.610938,-1.660496,-1.220445,-1.030547,-0.56187,-0.141,-0.044568,0.407305,0.642611,0.526292,0.962774,1.116012,0.866101,1.108613,0.947094,0.904893,0.808307,0.861969,0.767057,0.577827,0.836254,0.421824,0.559244,0.741539,0.549938,0.524401,0.638424,0.475811,0.396603,0.544401,0.33251,0.366283,0.445837,0.078194,0.205876,0.333776,0.107932,0.003255,0.027857,0.287213,0.240881,0.693611,0.673074,0.490916,0.506369,0.100691,0.25518,-0.080269,-0.4069,-0.171421,-0.440297,-0.320508,-0.372959,-0.425267,-0.241853,-0.690952,-0.40344,-0.293752,-0.558824,-0.194398,-0.55953,-0.705879,-0.306971,-0.222473,4.19457,1.0
-3.014451,0.501123,0.729131,0.83374,1.25577,2.001362,2.504033,2.454195,2.220327,2.122435,1.916524,1.382133,0.735449,0.220855,-0.048817,0.058893,0.370642,0.353925,-0.05694,-0.270149,-0.030288,0.183926,0.034146,-0.185519,-0.176941,-0.140886,-0.338274,-0.563279,-0.531839,-0.399028,-0.470855,-0.69888,-0.86422,-0.925439,-0.920406,-0.881778,-0.943237,-1.201582,-1.469527,-1.496398,-1.412496,-1.56781,-1.91209,-1.997244,-1.738899,-1.581815,-1.716598,-1.797959,-1.629614,-1.450983,-1.427837,-1.423427,-1.312423,-1.132547,-0.929641,-0.717966,-0.538653,-0.417016,-0.294519,-0.134178,-0.029799,-0.047162,-0.059706,0.087575,0.295971,0.357272,0.305298,0.35968,0.536311,0.605986,0.521414,0.492485,0.563844,0.548699,0.459775,0.532104,0.753075,0.846518,0.755136,0.699768,0.736764,0.659629,0.458897,0.424278,0.575147,0.559188,0.353284,0.358016,0.605889,0.710963,0.61971,0.56493,0.556114,0.561819,0.658187,0.639711,0.242618,4.19457,-1.0
-3.014451,2.246983,3.532469,2.886087,2.718833,0.861135,0.374881,1.637758,1.28189,1.155911,1.183896,0.59455,-0.051952,-0.434025,-0.379415,-0.523347,-0.718352,-0.713617,-0.820393,-0.859659,-1.007587,-1.134356,-1.071294,-1.127567,-1.315655,-1.500953,-1.504776,-1.653352,-1.880261,-1.809499,-1.880783,-1.985707,-1.979598,-1.767151,-1.431281,-1.24868,-0.924439,-0.497812,-0.151658,0.195848,0.360769,0.524031,0.780915,0.854769,0.867016,0.825282,0.779844,0.724284,0.650735,0.654638,0.524169,0.56794,0.719155,0.572147,0.500071,0.494589,0.51412,0.515601,0.405268,0.421419,0.410075,0.318809,0.315818,0.306753,0.251679,0.098285,0.058457,0.14057,0.073921,0.010091,0.017524,0.059819,-0.005754,-0.040443,0.084528,0.231534,0.384147,0.402187,0.392849,0.23971,0.052599,-0.015924,-0.19546,-0.192852,-0.349802,-0.43466,-0.230867,-0.279901,-0.399367,-0.356654,-0.252179,-0.317457,-0.351956,-0.252548,-0.275749,-0.291647,-0.205437,4.19457,1.0
-3.014451,0.318913,2.089089,3.439483,2.230234,2.299544,0.620834,-0.885557,0.247773,0.498181,-0.097881,-0.030726,0.344292,-0.389384,-0.619349,-1.044,-1.039744,-0.617924,-1.176935,-1.196026,-1.086704,-1.379929,-1.295565,-1.323277,-1.499424,-1.659573,-1.831101,-1.811907,-1.672028,-1.856485,-1.99614,-2.043017,-1.894404,-1.632356,-1.341313,-1.164214,-0.90609,-0.501405,-0.14373,0.202809,0.673026,0.70376,0.636076,1.115266,0.668741,1.13778,1.241742,0.777012,0.93549,0.706254,0.887583,0.918949,0.744881,0.657237,0.404889,0.82863,0.747474,0.58023,0.626303,0.47996,0.564888,0.667047,0.568148,0.450377,0.458009,0.380453,0.349075,0.398296,0.227727,0.142677,0.109702,0.203971,0.101734,0.269833,0.454024,0.68873,0.928376,0.505081,0.363311,0.446437,0.289815,0.04025,-0.202282,-0.083341,-0.158435,-0.042488,-0.193185,-0.16044,-0.207654,-0.165569,-0.185788,-0.183772,-0.026019,-0.277167,-0.128294,-0.042677,-0.176949,4.19457,1.0
-3.014451,0.629862,2.190305,3.518259,2.727974,2.137306,0.560244,-0.678111,0.736843,1.127557,0.615691,0.957194,0.846777,-0.004369,-0.490493,-0.536262,-0.755793,-0.861819,-0.921582,-0.91665,-1.033283,-1.088154,-1.106821,-1.176469,-1.335745,-1.561871,-1.44071,-1.523968,-1.805884,-1.927136,-1.948329,-1.818556,-1.75675,-1.730485,-1.67373,-1.30109,-1.039481,-0.763391,-0.340871,-0.162756,0.239876,0.312118,0.536004,1.088652,0.832106,0.818335,0.90139,0.791283,0.888909,0.771831,0.746372,0.664844,0.519678,0.700618,0.825749,0.664532,0.422705,0.682894,0.777934,0.364425,0.656856,0.908074,0.726825,0.411264,0.241261,0.415534,0.323568,0.275262,0.203869,0.222311,0.316599,0.084361,0.35301,0.37618,0.659268,0.815533,0.679557,0.309925,-0.206158,0.030112,0.093872,-0.100825,-0.288751,-0.266036,-0.151893,-0.477564,-0.224872,-0.272523,-0.48379,-0.516329,-0.57396,-0.141128,-0.447708,-0.737556,-0.398389,-0.488407,-0.232221,4.19457,1.0
-3.014451,1.088076,1.56404,1.36889,1.250157,1.491498,1.682589,1.226951,0.343969,-0.335317,-0.72932,-0.94972,-1.015929,-1.066043,-1.163375,-1.207466,-1.234712,-1.324842,-1.364944,-1.331229,-1.356372,-1.370512,-1.333925,-1.378162,-1.395286,-1.400959,-1.492015,-1.502984,-1.553505,-1.598864,-1.464568,-1.516411,-1.645835,-1.507523,-1.400292,-1.386624,-1.224093,-1.035596,-0.888895,-0.670867,-0.500359,-0.30487,-0.042426,0.011476,0.101493,0.258398,0.137344,0.103185,0.259428,0.288845,0.375612,0.45706,0.246083,0.167057,0.341072,0.2623,0.220482,0.364962,0.288353,0.288279,0.402727,0.364962,0.431089,0.476954,0.340082,0.48675,0.740876,0.606622,0.645316,0.88256,0.705738,0.560697,0.538151,0.425856,0.596396,0.779363,0.732811,0.623761,0.490632,0.439449,0.254884,0.197504,0.400719,0.249044,0.209621,0.364962,0.129844,0.244322,0.585254,0.547644,1.093302,2.150795,2.385066,1.993872,1.760286,1.269218,0.399103,4.19457,-1.0
-3.014451,0.526412,1.007902,1.789894,2.358014,2.301474,2.087025,1.967556,1.514055,0.750454,0.1154,-0.227835,-0.201112,0.001406,-0.090393,-0.363489,-0.434952,-0.421636,-0.383902,-0.243696,-0.293304,-0.598978,-0.792398,-0.79441,-0.742233,-0.700615,-0.841459,-1.111548,-1.189314,-1.172079,-1.332192,-1.51256,-1.560419,-1.629478,-1.753626,-1.815287,-1.817194,-1.818364,-1.830732,-1.81006,-1.699105,-1.54577,-1.456666,-1.436545,-1.409505,-1.261815,-0.914411,-0.526573,-0.396444,-0.501467,-0.450288,-0.131466,0.069686,0.045052,0.124838,0.262945,0.242814,0.309024,0.459185,0.298945,0.096623,0.321059,0.551178,0.356072,0.195364,0.415277,0.572908,0.411724,0.330657,0.453505,0.458641,0.398823,0.494015,0.607659,0.631894,0.595237,0.532747,0.604438,0.687899,0.546087,0.58014,0.940546,1.017478,0.888709,1.029047,1.039137,0.778874,0.779561,0.851211,0.659556,0.631275,0.830815,0.827094,0.739913,0.824094,0.806939,0.495051,4.19457,-1.0
-3.014451,-0.367736,-0.621451,-0.6009,-0.627752,-0.610919,-0.39221,-0.322431,-0.578616,-0.895752,-0.994036,-0.810292,-0.741833,-1.014246,-1.072268,-0.855674,-1.092213,-1.513306,-1.393067,-1.189964,-1.539874,-1.885189,-1.759383,-1.915086,-2.075205,-1.734181,-1.916958,-2.195738,-1.756495,-1.517842,-1.584204,-1.393352,-1.002499,-0.690091,-0.488449,-0.117242,0.251934,0.153306,0.139819,0.550124,0.546983,0.31893,0.508203,0.624105,0.596972,0.614436,0.47942,0.468936,0.638802,0.490373,0.338709,0.511376,0.582615,0.501064,0.445269,0.490018,0.570291,0.549105,0.622292,0.703332,0.706977,0.836031,0.976057,1.044003,1.099771,1.186339,1.284123,1.249557,1.165132,1.022946,0.810322,0.691015,0.56913,0.589051,0.703033,0.681613,0.597731,0.236495,0.113968,0.394702,0.348351,0.38949,0.456276,0.153613,0.181115,0.366263,0.298203,0.556522,0.968292,1.353819,2.188596,2.463718,1.645511,0.921329,0.270066,-0.490205,-0.452106,4.19457,1.0
-3.014451,0.087374,1.251181,1.969197,1.735628,1.393221,-0.280482,-0.360617,0.822001,0.05806,0.019646,0.218502,-0.687384,-0.93447,-0.989075,-1.085509,-1.151639,-1.240901,-1.296569,-1.313265,-1.353597,-1.473881,-1.490858,-1.526914,-1.692693,-1.78035,-1.792717,-1.872996,-2.023106,-2.009149,-2.012046,-2.164799,-2.094916,-1.845463,-1.754692,-1.532376,-1.143044,-0.80272,-0.429635,-0.121817,0.189463,0.449052,0.51,0.648767,0.746005,0.655322,0.587466,0.60847,0.660002,0.421351,0.426377,0.604578,0.521576,0.571121,0.583372,0.575823,0.587463,0.633492,0.579934,0.494275,0.455765,0.54447,0.525673,0.382016,0.439588,0.526864,0.501177,0.419374,0.381175,0.421637,0.38063,0.44085,0.550156,0.463516,0.427839,0.724702,0.859517,1.008033,1.023713,0.864321,0.877602,0.689885,0.63645,0.70231,0.554783,0.345538,0.554748,0.73992,0.449336,0.478103,0.568066,0.654019,0.530569,0.640301,0.738746,0.519428,0.646806,4.19457,1.0
