@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute destClass {-1.0,1.0}

@data
-10.550579,1.686623,3.451657,5.049959,7.647691,8.805874,6.571139,3.82192,1.233106,-1.028126,-0.403769,1.119469,0.71635,0.346343,0.80245,0.86813,0.651916,-0.662057,-1.887609,-1.599968,-1.958458,-2.379915,-1.858254,-1.948728,-2.477656,-2.772305,-2.829672,-3.122115,-4.139976,-4.872334,-4.98052,-5.783317,-6.493438,-6.542656,-7.910393,-8.58256,-7.721411,-7.897619,-7.623509,-6.867497,-6.4359,-5.329476,-4.743815,-3.563364,-1.657036,-1.205714,-0.607932,0.716285,1.045857,1.118112,2.060578,2.735156,2.287148,2.266523,2.856042,2.738042,2.694983,2.887451,2.372736,1.881432,1.874518,1.975775,1.938179,1.690768,1.531479,1.414046,1.384146,1.687042,1.810744,1.664784,1.88373,2.204465,2.162035,2.323632,3.024504,3.878251,4.333815,3.812417,2.945848,3.263425,3.125976,1.430943,1.048129,1.254472,0.592914,0.999399,1.125991,0.115878,0.023942,-0.200884,-1.071667,-0.235949,0.787542,0.24255,0.206135,0.724601,0.465575,14.680994,1.0
-10.550579,0.961269,1.682508,3.215255,5.381492,7.158298,7.859649,6.580194,4.279224,2.032172,-0.048569,0.263086,1.135783,-0.349161,-0.592279,0.009605,-0.23857,-0.940308,-3.058672,-3.370049,-2.235879,-3.421247,-3.750378,-2.949667,-4.051745,-4.410477,-4.148816,-5.089725,-5.921256,-6.650682,-5.882393,-5.494633,-7.052456,-7.491325,-7.089482,-6.959085,-6.349796,-7.230771,-7.607186,-5.560149,-4.800687,-4.364125,-3.082236,-2.403688,-1.406438,-0.701574,-0.250389,0.110601,0.281115,0.744581,1.173151,1.669909,1.882687,1.713436,1.811598,1.861478,1.693375,1.712317,1.786818,1.48263,1.73296,2.465052,1.961646,1.537405,2.035038,2.146399,2.230024,2.330637,2.218559,2.27458,2.474565,2.664956,2.64157,2.744596,3.214766,3.361008,3.198754,3.487371,3.57239,2.90555,2.638024,2.587999,1.863975,1.547341,1.77186,1.566355,1.497988,1.529808,1.19698,1.330179,1.288035,0.887306,1.024425,1.042892,1.109403,1.479642,0.914714,14.680994,1.0
-10.550579,-2.469082,-0.790245,0.75662,-1.110349,-2.268608,-4.263035,-5.329333,-5.272565,-5.422359,-5.595636,-5.905838,-4.878606,-5.142388,-5.530304,-4.573251,-4.622104,-4.615518,-4.875764,-4.329793,-4.607928,-4.993824,-4.651061,-4.753101,-4.721771,-5.066899,-4.981761,-4.541862,-3.868811,-3.393619,-2.752891,-1.414625,-0.809294,-0.236291,0.507385,1.478177,1.867959,1.250888,1.847637,1.615255,1.271725,1.097079,-0.080321,0.847949,-0.007741,0.02848,0.088688,-0.160352,1.102764,0.766275,1.076441,1.858726,1.460875,1.695902,1.990432,2.464776,2.366732,2.210084,2.821252,2.377857,2.007015,2.419277,2.481587,2.387497,2.12151,2.182345,1.87832,2.775352,3.875273,3.551436,4.104829,2.375783,1.995836,1.687537,1.173159,1.453499,0.922121,0.927,0.698747,0.803748,1.141959,0.709704,0.635398,0.811611,1.3507,0.92819,0.863968,1.183101,0.423343,1.161432,2.244074,5.355436,10.927205,11.651762,9.279922,4.040649,-1.282011,14.680994,1.0
-10.550579,3.452328,9.836151,13.461983,8.320386,5.942812,0.274061,-2.086981,2.891034,3.045501,2.831208,2.946812,2.116875,0.310658,-2.071071,-2.239141,-2.042028,-3.573515,-3.051374,-3.420951,-3.806091,-3.710409,-4.312664,-4.886705,-4.966366,-4.495214,-5.662577,-5.863513,-5.251473,-5.829101,-6.489169,-6.738091,-5.341379,-5.638285,-5.811737,-4.271559,-3.606916,-1.966546,-0.4935,-0.155987,1.425567,2.24914,1.842021,3.369709,3.906042,3.031353,3.880147,3.314828,3.167126,2.829076,3.016891,2.684701,2.022396,2.92689,1.476385,1.957354,2.595388,1.924784,1.835404,2.234484,1.66534,1.388111,1.905405,1.163784,1.281989,1.560428,0.273678,0.720567,1.168217,0.377762,0.011391,0.0975,1.005246,0.843084,2.42764,2.355759,1.718204,1.772293,0.352418,0.89313,-0.280942,-1.424152,-0.599975,-1.541041,-1.121777,-1.305356,-1.488434,-0.846485,-2.418331,-1.412041,-1.028133,-1.955886,-0.680394,-1.958354,-2.470576,-1.074398,-0.778657,14.680994,1.0
-10.550579,1.753931,2.551957,2.918091,4.395196,7.004766,8.764116,8.589684,7.771146,7.428524,6.707832,4.837465,2.574073,0.772994,-0.170861,0.206127,1.297246,1.238739,-0.199289,-0.945523,-0.106009,0.643742,0.119512,-0.649315,-0.619294,-0.4931,-1.183961,-1.971478,-1.861435,-1.396598,-1.647991,-2.44608,-3.024769,-3.239035,-3.221422,-3.086223,-3.301328,-4.205537,-5.143345,-5.237393,-4.943735,-5.487335,-6.692317,-6.990355,-6.086148,-5.536352,-6.008093,-6.292856,-5.70365,-5.078441,-4.99743,-4.981994,-4.593482,-3.963915,-3.253744,-2.51288,-1.885287,-1.459557,-1.030817,-0.469622,-0.104297,-0.165066,-0.208972,0.306512,1.035897,1.25045,1.068545,1.258879,1.87709,2.120949,1.824947,1.723696,1.973455,1.920448,1.609214,1.862363,2.635763,2.962812,2.642976,2.449188,2.578674,2.3087,1.606139,1.484973,2.013015,1.957157,1.236495,1.253057,2.120611,2.488369,2.168986,1.977255,1.946398,1.966366,2.303653,2.238988,0.849163,14.680994,-1.0
-10.550579,7.864441,12.363641,10.101306,9.515915,3.013974,1.312083,5.732154,4.486614,4.04569,4.143635,2.080926,-0.181831,-1.519088,-1.327952,-1.831713,-2.514231,-2.497658,-2.871377,-3.008805,-3.526554,-3.970247,-3.749529,-3.946485,-4.604792,-5.253335,-5.266717,-5.78673,-6.580913,-6.333248,-6.582742,-6.949974,-6.928593,-6.185027,-5.009482,-4.370379,-3.235538,-1.742343,-0.530803,0.685468,1.262691,1.83411,2.733202,2.991691,3.034557,2.888485,2.729453,2.534994,2.277571,2.291234,1.834591,1.987791,2.517044,2.002514,1.750248,1.731061,1.799421,1.804603,1.418437,1.474968,1.435261,1.11583,1.105362,1.073634,0.880877,0.343998,0.204601,0.491996,0.258723,0.03532,0.061335,0.209366,-0.020139,-0.141549,0.295848,0.810369,1.344514,1.407653,1.374972,0.838986,0.184096,-0.055733,-0.684112,-0.674983,-1.224307,-1.52131,-0.808035,-0.979654,-1.397783,-1.24829,-0.882625,-1.111098,-1.231845,-0.88392,-0.96512,-1.020766,-0.719029,14.680994,1.0
-10.550579,1.116194,7.31181,12.038192,7.805818,8.048405,2.172919,-3.09945,0.867206,1.743635,-0.342585,-0.10754,1.205022,-1.362844,-2.167721,-3.653998,-3.639104,-2.162733,-4.119271,-4.18609,-3.803463,-4.82975,-4.534479,-4.631468,-5.247985,-5.808506,-6.408852,-6.341674,-5.852097,-6.497698,-6.986491,-7.150561,-6.630413,-5.713246,-4.694595,-4.07475,-3.171313,-1.754917,-0.503055,0.709832,2.35559,2.463159,2.226265,3.90343,2.340594,3.98223,4.346098,2.719542,3.274216,2.471889,3.10654,3.216323,2.607085,2.300331,1.417112,2.900204,2.616158,2.030806,2.192062,1.679861,1.977109,2.334665,1.988517,1.57632,1.603032,1.331585,1.221761,1.394034,0.797043,0.499369,0.383958,0.7139,0.356069,0.944417,1.589083,2.410557,3.249317,1.767783,1.271589,1.562531,1.014352,0.140874,-0.707989,-0.291692,-0.554523,-0.148709,-0.676147,-0.561541,-0.72679,-0.57949,-0.650259,-0.643203,-0.091066,-0.970085,-0.449029,-0.149369,-0.619323,14.680994,1.0
-10.550579,2.204515,7.666068,12.313908,9.54791,7.480573,1.960853,-2.37339,2.578949,3.946449,2.154919,3.350178,2.963718,-0.015293,-1.716727,-1.876917,-2.645276,-3.016365,-3.225536,-3.208274,-3.616489,-3.80854,-3.873873,-4.117641,-4.675108,-5.466549,-5.042486,-5.333887,-6.320595,-6.744977,-6.819152,-6.364946,-6.148623,-6.056697,-5.858054,-4.553814,-3.638182,-2.671868,-1.19305,-0.569646,0.839567,1.092414,1.876014,3.81028,2.912372,2.864172,3.154865,2.769491,3.11118,2.701408,2.612302,2.326953,1.818874,2.452163,2.890123,2.325862,1.479468,2.390131,2.722769,1.275488,2.298997,3.178259,2.543888,1.439426,0.844412,1.45437,1.132487,0.963418,0.713543,0.778089,1.108097,0.295263,1.235535,1.316628,2.307437,2.854365,2.378449,1.084738,-0.721554,0.105391,0.328552,-0.352887,-1.010628,-0.931126,-0.531624,-1.671473,-0.787052,-0.953832,-1.693264,-1.807153,-2.00886,-0.493948,-1.566978,-2.581446,-1.394361,-1.709426,-0.812772,14.680994,1.0
-10.550579,3.808268,5.47414,4.791116,4.375551,5.220244,5.889062,4.294327,1.203892,-1.173609,-2.552619,-3.324019,-3.55575,-3.73115,-4.071814,-4.226131,-4.321491,-4.636946,-4.777306,-4.659302,-4.747302,-4.796792,-4.668737,-4.823567,-4.883501,-4.903356,-5.222052,-5.260444,-5.437269,-5.596024,-5.125989,-5.307438,-5.760421,-5.276331,-4.901021,-4.853184,-4.284324,-3.624586,-3.111132,-2.348035,-1.751257,-1.067045,-0.148491,0.040167,0.355227,0.904393,0.480705,0.361146,0.908,1.010957,1.314643,1.59971,0.861292,0.584701,1.193751,0.91805,0.771686,1.277368,1.009234,1.008977,1.409545,1.277368,1.508812,1.669339,1.190289,1.703625,2.593066,2.123178,2.258605,3.088959,2.470084,1.962441,1.88353,1.490496,2.087387,2.727771,2.564839,2.183164,1.717213,1.538072,0.892093,0.691265,1.402516,0.871654,0.733675,1.277368,0.454455,0.855128,2.048388,1.916753,3.826557,7.527784,8.347731,6.978553,6.161002,4.442263,1.396862,14.680994,-1.0
-10.550579,1.842443,3.527658,6.26463,8.253049,8.055158,7.304586,6.886447,5.299191,2.626589,0.403899,-0.797424,-0.703894,0.004921,-0.316377,-1.272213,-1.522333,-1.475727,-1.343656,-0.852934,-1.026565,-2.096424,-2.773391,-2.780435,-2.597815,-2.452152,-2.945107,-3.890419,-4.162599,-4.102276,-4.662672,-5.293959,-5.461466,-5.703173,-6.137692,-6.353506,-6.360181,-6.364275,-6.407561,-6.335208,-5.946867,-5.410195,-5.098332,-5.027909,-4.933266,-4.416354,-3.200437,-1.843006,-1.387554,-1.755135,-1.576009,-0.460131,0.2439,0.157682,0.436932,0.920309,0.849848,1.081585,1.607146,1.046307,0.33818,1.123707,1.929124,1.246251,0.683773,1.453471,2.005177,1.441033,1.1573,1.587268,1.605242,1.395881,1.729053,2.126805,2.211629,2.083331,1.864613,2.115531,2.407646,1.911306,2.03049,3.291912,3.561171,3.11048,3.601664,3.63698,2.726059,2.728462,2.979238,2.308446,2.209461,2.907851,2.894828,2.589694,2.884328,2.824285,1.732679,14.680994,-1.0
-10.550579,-1.287076,-2.175079,-2.10315,-2.197132,-2.138216,-1.372734,-1.128509,-2.025155,-3.135131,-3.479126,-2.83602,-2.596415,-3.54986,-3.752938,-2.994861,-3.822746,-5.296572,-4.875734,-4.164873,-5.389559,-6.598162,-6.157841,-6.702799,-7.263216,-6.069635,-6.709354,-7.685081,-6.147734,-5.312447,-5.544715,-4.876732,-3.508748,-2.415319,-1.70957,-0.410347,0.881769,0.536571,0.489366,1.925435,1.91444,1.116253,1.778709,2.184366,2.0894,2.150525,1.677971,1.641276,2.235806,1.716307,1.185482,1.789818,2.039154,1.753724,1.558443,1.715062,1.996018,1.921867,2.178023,2.461663,2.474419,2.92611,3.416199,3.654011,3.849197,4.152185,4.494431,4.373451,4.077962,3.580309,2.836128,2.418554,1.991953,2.061678,2.460614,2.385645,2.092058,0.827734,0.398888,1.381457,1.219227,1.363216,1.596968,0.537646,0.633903,1.281919,1.043709,1.947827,3.389022,4.738365,7.660087,8.623013,5.759288,3.224652,0.945232,-1.715718,-1.582373,14.680994,1.0
-10.550579,0.305808,4.379133,6.89219,6.074697,4.876272,-0.981687,-1.26216,2.877003,0.203211,0.068763,0.764756,-2.405844,-3.270644,-3.461762,-3.799282,-4.030738,-4.343154,-4.537992,-4.596426,-4.737588,-5.158584,-5.218003,-5.344197,-5.924424,-6.231224,-6.274511,-6.555486,-7.080872,-7.032021,-7.042161,-7.576798,-7.332206,-6.459121,-6.141422,-5.363315,-4.000653,-2.809519,-1.503723,-0.426359,0.66312,1.571682,1.785001,2.270685,2.611016,2.293627,2.056132,2.129644,2.310005,1.474727,1.492319,2.116021,1.825515,1.998925,2.0418,2.015382,2.056122,2.217224,2.02977,1.729963,1.595178,1.905647,1.839855,1.337057,1.538559,1.844023,1.75412,1.467811,1.334112,1.47573,1.332204,1.542974,1.925545,1.622304,1.497437,2.536457,3.008309,3.528117,3.582995,3.025125,3.071606,2.414599,2.227574,2.458085,1.941741,1.209382,1.941618,2.58972,1.572677,1.67336,1.988233,2.289065,1.856991,2.241054,2.585612,1.817997,2.263821,14.680994,1.0
