@relation 'Basic ngrams'

@attribute saxString string
@attribute destClass {1.0,2.0}

@data
accccccccccbbcbbbbbbbcccccbbbbbbbbcddaaaabbbbbccccccdddddccccccbccccccccccccbbbbbcbbbbccccccbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbcdbaaabbbbccccccccdddddddddcccbbccccccccbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbbdbaaabbbbccccccccdddddddddcccbbbbbbccbbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccccccccccccccccccccbbbbbccddaaabbbbccccccccccddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbccccbbbbbbbbbbbbbbccccbbbbbbbbbddaaaabbbbbccccccddddddccccccccccccccccccccccccccccccccbbbbd,2.0
acbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcdaaaabbbcccccccccdddddddddcccbbbcccccccbbbbbbbbbbbbbbbbbd,1.0
accccccccbbbbbbbbbbbbbbccccbbbbbbbbbcddaaaabbbbbccccccddddddccccccccccccccccccccbbbbbbbbbccccccd,2.0
acccbbcbbcccccbcccbccccccccbbbbbbccccccaaaabbcccccccccccdddddddcccccccccccccccbcbcbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcdbaaabbbcccccccccdddddddddccccccccccccccccccccccccccccccccd,1.0
acccccccccccccbcbbcbbbcbcccccbbbbbbbbddcaaabbbbcccccccccddddddccccbbbbccccccbbbbbbbbbbbbbbbbbbbd,1.0
abbbccccccccccccccccccccccccbbbbccccccccaaaabcccccccccccddddddcccccccccccccccccccbbbbbbbbbbccbbd,2.0
accccccccccccccccccccccccbbbcbbbcbccaaaabbcccccccccccddddddddccbbbbbbbbccbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccbcbbbccbbbcccccbbbbbbbbcddaaaabbbbcccccccddddddcccccbcbccccccccbbbbbbbbbbbbbccccbbbbd,2.0
abbbbbbbbbbbbbbbbbbbbcccbbbbbbbbcbccaaaabbccccccccccddddddccccccccccccccccccccccccccccccccccbbcd,2.0
acccccccccccccccccccccccccbbbbbbbbcddaaaabbbbbccccccdddddccccccbbcccccccccbbbbbbbbbbbbbbcccbbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbbccaaaabbccccccccddddddddccccccccccccccccccccbbbbbbbbbccccd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbccccbbbbbbbbcdaaaabbbcccccccddddddddccccccccccccccccbbbbbbbbbbbccccbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbdbaaabbbbccccccccdddddddddccccbbbccccccbbbbbbbbbbbbbbbbbbd,1.0
acccccccccccccccccbbbbbbcccccbbbbbbbbbddaaaabbbbccccccddddddddccccbbbbcccbbbbbbbbbbbbbbbbbbbccbd,2.0
accccccccccccccccccccccccccbbbbbbbcddaaabbbbbcccccccccddddccccbbbbbbbcbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbcdbaaaabbbcccccccdddddddcccccccccccccccccccccccccccccccccccd,2.0
acccccccccccccccbbbccbbbccccbbbbbbbbbcdaaaaabbcccccccddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,2.0
acccccccccccccccccccccccccccbbbbbbbbddaaaabbbbbccccccddddddccccbbbbcccccccbbbbbbbbbbbbbbbcccbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbcddaaaabbbbbccccccddddddccccccccccccccccccccccccccccccccccbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbcdaaaabbbbccccccddddddddccccccccccccccccccccccccccccccccbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccaaaabbbbbbbcccccdddddddddccbbbbbcccccccccccccccccccccccccccd,1.0
accccccccccccbbbbbbbbbbbbccccbbbbbbbbbccaaaabbbbbcccccddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbccccbd,2.0
acccccccccccccccccccccccccccccbbbbbbbcdcaaaabbbbbcccccdddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,2.0
abbcccccccbbbbbbbbbbbbbbbccccbbbbbbbbbddaaaabbbbcccccccddddddccccccccccccccccccccccccccbbccccccd,2.0
abbbbccbbbbbbbbbbbbbbbbbbcccbbbbbbbbbcdcaaaabbbcccccccdddddddcccccbccccccccccbbbbbbbbbbbbbbccccd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbbcbaaaabbbccccccccdddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccbcbcccbbbbccccccbbbbbbbbcddaaaabbbcccccccccddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccbbbbbbbbbbbbbbbbbbbccccbbbbbbbbbbdbaaabbbbccccccccdddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccccccccccccccccccbbbbbbbbcbccaaaabbcccccccccccdddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccccccccccccccccccccbbbbbbbbbccaaaabbbbccccccddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbccbbd,2.0
accccccccccccccccccccccccccbbbbbbbbcdaaaabbbbcccccccdddddddcccbbbbbcccbcbbbbbbbbbbbbbbbbbbcbbbbd,2.0
acbbbbbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbbcdaaaabbbcccccccddddddddccccccccccccccccbbbbbbbbbbbbbcccbd,2.0
acccccccccccccbbbbbbbbbbcccccbbbbbbbbcddbaaabbbbcccccccccdddddcccccbbcccccccbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccccccccccccccccccbbcccccccccaaaabcccccccccccccddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccbbbbbbbbbbbbbbbbbbccbbbbbbbbbbccaaaabbbbbcccccddddddddccccbbcccccccccbcccccbccccccccccccbbbd,2.0
abbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbbdcaaaabbccccccccddddddddcccbbbbbbcbbbbbbbbbbbbbbbbbbbbcbbbbbbd,2.0
acccccccccbbbbbbbbbbbcccccbbbbbbbbbddaaaabbbcccccccddddddddcccbbbcccccccccbbbbbbbbbbbbbbbcccbbbd,2.0
accccccccccccccccccccccccbbbbcbccccccaaaabbcccccccccccdddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbdbaaabbbbccccccccdddddddddcccccccccccccccbbbbbbbbbbbbbbbbd,1.0
accccccbbbbbbbbbbbbbbccccbbbbbbbbbcdbaaaabbbbcccccddddddddccccbbbcccccccccbbbbbbbbbbbbbbccccbbbd,2.0
accccccccccccbbbbbbbbbccccccbbbbbbbbcdcaaaabbbbccccccddddddcccccbbccccccccccbbbbbbbbbbbbbbcccccd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbddaaaabbbbbcccccccddddddddccccccccccccccccccccccbcbbbbcccd,1.0
accccccccccccccccccccccccccbbbbbbbcddaaabbbbbcccccccccdddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbcddaaabbbbbbbcccccccdddddcccccccccccccccccccccccccccccccccccd,1.0
acccccccccccccbcbbbbbcccccbbbbbbbbbcdcaaabbbbccccccccdddddddddccbbbbbcccbbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcbaaaabbbbcccccccdddddddddccccbbccccccbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbcdbaaabbbcccccccccdddddddddcccccccccccccccccccccccccccccccd,1.0
adcccccccccccccccccccccccccccbbbccccccccaaaaabcccccccccccdddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,2.0
accccccccbbbbbcbccbccccccbbbbbbbbcddaaaabbbbcccccccddddddccccccccccccccccccbbbbbbbbbbbbbccccbbbd,2.0
accccccbbbbcbbbbbbbbbbcccbbbbbbbbbbdcaaaabbbbccccccccddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccbbbbbbbbbbbbbbbbbbbccbbbbbbbbbbbccaaaabbbcccccccccddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccbbbbbbbbbbbbbbbccccbbbbbbbbbcdbaaabbbbccccccccdddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccbbbbbbbbbbbbbcccbbbbbbbbbbdcaaaabbbbccccccddddddddccbbbbbbbbcccbbbbbbbbbbbbbbbccccbbbbd,2.0
accccccccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcdaaaabbbbbcccccddddddddccccbbbcccccccccccbbcccbbcbbcccccd,2.0
accccccccccccccccccccccccccbbbcbcbccccbaaaabccccccccccccdddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbcccbaaaabccccccccccdddddddcccccccccccccccccccccccccccccccccbbd,2.0
accccccccccbbbbbbbbbbbbbccccbbbbbbbbbddbaaabbbbcccccccddddddccccccbbcccccccccbbbbbbbbbbbbccccbbd,2.0
abbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbbcdaaaabbbcccccccccdddddddddcccbbbccccccbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccbbbbbbbbbbbbcccccbbbbbbbbcdbaaaabbbccccccddddddddccccbbbbbcccccbbbbbbbbbbbbbbbcccbbbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbbccaaaabbbbcccccccdddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccccccccbbbbbbbbbbccccccbbbbbbbbcddaaaabbbbccccccddddddcccccbbcccccccccbbbbbbbbbbbbbbbccccbd,2.0
acccccccccccbbbbbbbbbbbbbccccbbbbbbbbcdaaaabbbbbccccccdddddddccccccccccccccccccccccccccccccccccd,2.0
acccccccbbbbbbbbbbbbccccbbbbbbbbbcdcaaabbbbbbcccccddddddccccccccccccccccccccccccbcccccccccbbbbbd,2.0
accccccccccccccccccccccccccbbcccccccccaaaaabccccccccccddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbcbbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcdaaaabbbbccccccddddddddcccccccccccccccccccccccccccccccccccd,2.0
accccbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbbdbaaabbbbccccccccdddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccbbbbcbbbbbbbccccbbbbbbbbbcddaaaabbbcccccccccddddddddcccbbbbbcbcbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccccccccccccccccccccccccbbbbbbbbbcdbaaaabbbcccccccdddddddcccbbbbbcbbbbbbbbbbbbbbbbbbbbbbcbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbcdbaaabbbbbcccccccddddddddccccccccccccccccccccbccbbcbbccbcbd,1.0
acbbbbbbbbbbbbbbbbcbcccccccccbbbcccccccdaaaaabccccccccccddddddccccccccccccccbcccccccccccccccccbd,2.0
acccccccccccccccbcbbbbcccccbbbbbbbbbcdaaaabbbbcccccccdddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbccccbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcdaaaaabbbccccccddddddddcccccccccccccccccccccccccccccccccbd,2.0
accccccccccccccccccccccccccccbbbbbbbbbcdbaaaabbbbccccccdddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbcbd,2.0
accccccccccccccccccccccccccccbbbbbbbcddaaabbbbccccccccccdddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccccccccccccccccccccccbbbbcccccccbaaaabcccccccccccddddddcccccccccccccccbbbcbbbbbcbbbcccbbbbd,2.0
acccccbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbcdaaaabbbbccccccccdddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccccccccccccccbbbbcccccbbbbbbbbcdaaaabbbbccccccddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,2.0
acbbbcbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbcdaaaabbbbbcccccddddddddcccccccccccccccccccccccccccccccccd,2.0
acccbbbbbbbbbbbbbbbbbccccbbbbbbbbbdddaaabbbbbbbcccccccddddccccbbbccccccccccccbccccbccccccccccccd,1.0
acccccccccbbbbbbbbbbbbbbbcccbbbbbbbbbbddaaaabbbbccccccddddddddccccbbbccccccccbbbbbbbbbbbbbbbcccd,2.0
accccbbbbbbbbbbbbbbbbccccbbbbbbbbbcdbaaabbbcccccccccdddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccbbbbbbbbbbbbbbbbbccbbbbbbbbbbbdbaaabbbcccccccccdddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acbbbbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbcdaaaabbbbccccccccddddddddcccccccccccccccbcbbbbbbbbbbbbbbbbd,1.0
abcccccbbbbbbbbbbbbbbbbcccccbbbbbbbbcddaaaabbbbbccccccddddddcccccccccccccccccccccccccccccccccccd,2.0
abbbbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbbcdaaaabbbbccccccccdddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbccbbbbbbbbbbbcbaaabbbbccccccccdddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccccccccccccccccccccbbbbbbbbcdcaaaabbbcccccccdddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccaaaabbbcccccccccdddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbbcccbbbbcbcccccbaaaabccccccccccdddddddcccccccccccccccccccccccccccccccccbd,2.0
acbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcaaaaabbbcccccccccdddddcccccccccccccccccccccccccccccccddd,2.0
abbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbbcdaaaabbbcccccccddddddddccccccccccccccccbbbbbbbbbbbbbbbcccbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbbdcaaaabbbbcccccccdddddddddcccbbbbbbcccbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccaaaabbbcccccccccdddddddddcccbcccccccccbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbbddaaaabbbbbbcccccddddddccccccccccccccccccccccccccccccccccd,2.0
acbbbccccccccbbcbbbbbbbbcccccbbbbbbbbbcdcaaabbbbbbcccccddddddccccbbbbbbcccccbbbbbbbbbbbbbcccccbd,2.0
abccccccccccbbcbbbbbbbbcccccbbbbbbbbbddaaaabbbcccccccdddddddccccbbbbbcccccbbbbbbbbbbbbbbccccbbbd,2.0
adccccccccccccccccccccccccccccbbbbbbbbbdcaaaabbbbccccccdddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbccaaaabbbcccccccccdddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbcdbaaaabbbccccccddddddddcccccccccccccccbbbbbbbbbbbbbbcccbbbbbd,2.0
accccccccccccccccccccccccccccbbbbbbbbcdcaaaabbbbccccccdddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,2.0
acbbbbcbbbbbbbbbbbbbbbbbccccbbbbbbbbbcdaaaabbbbccccccccddddddddcccbbbbbccccbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccccccccccccccccccbbbbbccccccbaaaabccccccccccdddddddccbbbbcccbccccccccccccbbccbbcccbbbd,2.0
accccccccccccccccccccccccccccbbbbcccdaaaabbccccccccddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbcdcaaabbbbccccccccdddddddddcccbbcccccccccbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbcccbbbbbbbcccccaaaabccccccccccccdddddddccccccccccccccccccccccbccbbbbbbbbbbd,1.0
acccccccccccccccccccccccccccbbcccccccccaaaabcccccccccccddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbcbbbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbbdbaaabbbbccccccccdddddddddcccbbbccccccbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccccccbbbbbbbbbbccccbbbbbbbbbbdcaaaabbbcccccccdddddddccccbbbbbbbbbbbbbbbbbbbbbbbbbbbccd,2.0
acbbbbbbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbcdaaaabbbbccccccddddddddcccccccccccccccccccccccccccccccccd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbbddaaaabbbcccccccddddddddccccccccccccccccccccccccbbbbbcccccd,2.0
abbbbbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbcdaaaabbbcccccccddddddddccccccccccccccccccbbbbbbbbbccccbbbbd,2.0
accccccccccccccccccccccccbbbccbbcccccaaaabbccccccccccccdddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccccccccccccbbbbbbcccccbbbbbbbbbddaaaabbbbbbcccccddddddcccccbbbccccccccbbbbbbbbbbbbbbccccbbd,2.0
accccccbbbbbbbbbbbbbbbcccbbbbbbbbbbcdaaaabbbcccccccccddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccccccccccccccccbbcccccccbbbbbbbbbdcaaaabbbcccccccddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,2.0
acbbbbbbbbbbbbbbbbbbbbbcccbbbbbbbbbbcdaaaabbbcccccccccddddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcdcaaabbbbccccccccddddddddccccccccccccccccccccbbbbbbbbbbbbbd,1.0
acbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbdbaaaabbbbccccccdddddddcccccccccccccccccccccccccccccccccd,2.0
acccccccbbbbbbbbbbbbbbbbccccbbbbbbbbbcdcaaaabbbbbbcccccdddddcccccccccccccccccccccccccccccccccccd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbbccbbbbbbbbbbdcaaaabbbbccccccccddddddddcccbbbbcccccbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccccccccccccccccbbbcccccccdaaaabbccccccccccccdddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acbbbbccccbbbbbbbbbbbbbbbccccbbbbbbbbbcdcaaabbbbbbcccccddddddcccccccccccccccccccccbccbbbbcccccbd,2.0
accccccccccccccccccccccccccccccccccccaaaabccccccccccddddddcccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,2.0
accbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccaaaabbbbccccccccdddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccbbbbbbbbbbbbbbbbccccbbbbbbbbbcdaaaabbbbccccccccddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbccaaaabbbbccccccddddddddcccbbccccccccccccbbbbbbbbbcccccbbd,2.0
accccbcccbbbbbbbbbbbbbccccbbbbbbbbbcdbaaabbbbccccccccdddddddddccbbbbbbcbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccccccccbcbcbbbbbcccccbbbbbbbbbcdaaaabbbcccccccccddddddddccccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
accccccccccccccccccccbccccccbbbbbbbbddcaaabbbbbccccccddddddccccbbbbcccccccbbbbbbbbbbbbbbbbcccbbd,2.0
abbbbbbbbbbbbbbbbbbbbbbbbcbbbbbbbbbbcdaaaabbbbccccccccdddddddddccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
acccccccccccccccccccccccccccbbbbbbbcddaaaabbbccccccccccdddddccccbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbd,1.0
